Phrase;VARK;Pillar
My tempo was weird, but I didn’t panic;Kinesthetic;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Read/Write;Confidence
Didn't quite feel dialed in but made it through;Visual;Confidence
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Focus
Didn’t get upset, just stayed with it;Visual;Focus
Didn’t get upset, just stayed with it;Kinesthetic;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Aural;Confidence
Not my sharpest day, but I kept working through it;Kinesthetic;Confidence
My tempo was weird, but I didn’t panic;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Aural;Focus
My tempo was weird, but I didn’t panic;Visual;Focus
Tried to breathe and let it ride even though I felt off;Read/Write;Confidence
Tried to breathe and let it ride even though I felt off;Kinesthetic;Confidence
I was kind of zoning out but still holding it together;Read/Write;Confidence
Didn't quite feel dialed in but made it through;Kinesthetic;Focus
My tempo was weird, but I didn’t panic;Visual;Focus
I wasn't fully in it, but I managed to keep my cool;Aural;Control
My tempo was weird, but I didn’t panic;Aural;Confidence
Wasn’t super confident, but I tried to stay composed;Aural;Control
Kept telling myself it’s fine even if it didn’t feel great;Aural;Focus
Didn’t get upset, just stayed with it;Kinesthetic;Control
Didn't quite feel dialed in but made it through;Aural;Control
Wasn’t super confident, but I tried to stay composed;Aural;Control
Not my sharpest day, but I kept working through it;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Control
My tempo was weird, but I didn’t panic;Aural;Confidence
I was kind of zoning out but still holding it together;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Focus
My tempo was weird, but I didn’t panic;Kinesthetic;Focus
Didn’t get upset, just stayed with it;Kinesthetic;Focus
I was kind of zoning out but still holding it together;Kinesthetic;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Focus
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Focus
Didn't quite feel dialed in but made it through;Kinesthetic;Control
Kept telling myself it’s fine even if it didn’t feel great;Visual;Confidence
Not my sharpest day, but I kept working through it;Visual;Focus
Not my sharpest day, but I kept working through it;Aural;Focus
My tempo was weird, but I didn’t panic;Read/Write;Confidence
Not my sharpest day, but I kept working through it;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Control
Wasn’t super confident, but I tried to stay composed;Aural;Focus
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Control
Not my sharpest day, but I kept working through it;Visual;Confidence
Didn't quite feel dialed in but made it through;Aural;Control
Didn't quite feel dialed in but made it through;Read/Write;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
My tempo was weird, but I didn’t panic;Read/Write;Focus
Didn’t get upset, just stayed with it;Read/Write;Focus
I talked myself out of spiraling a few times;Read/Write;Focus
Not my sharpest day, but I kept working through it;Read/Write;Control
Kept telling myself it’s fine even if it didn’t feel great;Aural;Control
Wasn’t super confident, but I tried to stay composed;Visual;Confidence
I was kind of zoning out but still holding it together;Visual;Control
I was kind of zoning out but still holding it together;Read/Write;Focus
My tempo was weird, but I didn’t panic;Aural;Confidence
Not my sharpest day, but I kept working through it;Kinesthetic;Control
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Focus
Kept telling myself it’s fine even if it didn’t feel great;Aural;Control
I was kind of zoning out but still holding it together;Kinesthetic;Control
My tempo was weird, but I didn’t panic;Kinesthetic;Focus
Didn't quite feel dialed in but made it through;Visual;Focus
Wasn’t super confident, but I tried to stay composed;Read/Write;Control
Not my sharpest day, but I kept working through it;Aural;Focus
I was kind of zoning out but still holding it together;Aural;Control
My tempo was weird, but I didn’t panic;Kinesthetic;Control
I wasn't fully in it, but I managed to keep my cool;Read/Write;Control
Didn't quite feel dialed in but made it through;Read/Write;Control
Tried to breathe and let it ride even though I felt off;Read/Write;Control
Wasn’t super confident, but I tried to stay composed;Read/Write;Confidence
My tempo was weird, but I didn’t panic;Kinesthetic;Focus
Kept telling myself it’s fine even if it didn’t feel great;Aural;Confidence
I talked myself out of spiraling a few times;Read/Write;Control
My tempo was weird, but I didn’t panic;Aural;Confidence
Didn’t get upset, just stayed with it;Aural;Control
Didn’t get upset, just stayed with it;Kinesthetic;Control
I was kind of zoning out but still holding it together;Aural;Focus
Wasn’t super confident, but I tried to stay composed;Read/Write;Control
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Control
Didn’t get upset, just stayed with it;Read/Write;Focus
I talked myself out of spiraling a few times;Visual;Confidence
I wasn't fully in it, but I managed to keep my cool;Read/Write;Control
Didn’t get upset, just stayed with it;Kinesthetic;Control
Didn’t get upset, just stayed with it;Visual;Focus
My tempo was weird, but I didn’t panic;Visual;Focus
I was kind of zoning out but still holding it together;Read/Write;Focus
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Control
I was kind of zoning out but still holding it together;Visual;Control
I wasn't fully in it, but I managed to keep my cool;Read/Write;Control
My tempo was weird, but I didn’t panic;Visual;Control
I wasn't fully in it, but I managed to keep my cool;Visual;Focus
Wasn’t super confident, but I tried to stay composed;Visual;Confidence
Wasn’t super confident, but I tried to stay composed;Read/Write;Control
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
I talked myself out of spiraling a few times;Read/Write;Control
My tempo was weird, but I didn’t panic;Kinesthetic;Control
Didn’t get upset, just stayed with it;Aural;Confidence
Tried to breathe and let it ride even though I felt off;Read/Write;Confidence
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Confidence
Didn't quite feel dialed in but made it through;Kinesthetic;Focus
I was kind of zoning out but still holding it together;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Confidence
I talked myself out of spiraling a few times;Kinesthetic;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Focus
I was kind of zoning out but still holding it together;Read/Write;Control
Kept telling myself it’s fine even if it didn’t feel great;Aural;Focus
Didn’t get upset, just stayed with it;Visual;Focus
Didn't quite feel dialed in but made it through;Aural;Focus
Wasn’t super confident, but I tried to stay composed;Read/Write;Confidence
Didn’t get upset, just stayed with it;Aural;Control
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Confidence
I wasn't fully in it, but I managed to keep my cool;Aural;Focus
Not my sharpest day, but I kept working through it;Read/Write;Focus
Tried to breathe and let it ride even though I felt off;Read/Write;Confidence
I wasn't fully in it, but I managed to keep my cool;Read/Write;Control
Didn’t get upset, just stayed with it;Read/Write;Focus
Didn’t get upset, just stayed with it;Visual;Control
Didn’t get upset, just stayed with it;Read/Write;Control
My tempo was weird, but I didn’t panic;Visual;Control
I was kind of zoning out but still holding it together;Read/Write;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Focus
I talked myself out of spiraling a few times;Kinesthetic;Control
Wasn’t super confident, but I tried to stay composed;Aural;Focus
Didn’t get upset, just stayed with it;Visual;Focus
Wasn’t super confident, but I tried to stay composed;Visual;Confidence
I was kind of zoning out but still holding it together;Kinesthetic;Confidence
Didn’t get upset, just stayed with it;Kinesthetic;Focus
Didn't quite feel dialed in but made it through;Kinesthetic;Control
Not my sharpest day, but I kept working through it;Aural;Confidence
I talked myself out of spiraling a few times;Aural;Confidence
I talked myself out of spiraling a few times;Aural;Confidence
I wasn't fully in it, but I managed to keep my cool;Read/Write;Control
I was kind of zoning out but still holding it together;Visual;Confidence
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Control
Tried to breathe and let it ride even though I felt off;Kinesthetic;Confidence
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Confidence
I was kind of zoning out but still holding it together;Read/Write;Control
Didn’t get upset, just stayed with it;Read/Write;Focus
I talked myself out of spiraling a few times;Aural;Focus
I was kind of zoning out but still holding it together;Aural;Control
Didn’t get upset, just stayed with it;Visual;Confidence
I talked myself out of spiraling a few times;Kinesthetic;Confidence
Not my sharpest day, but I kept working through it;Read/Write;Focus
Didn’t get upset, just stayed with it;Read/Write;Confidence
Not my sharpest day, but I kept working through it;Read/Write;Confidence
Not my sharpest day, but I kept working through it;Read/Write;Focus
I talked myself out of spiraling a few times;Aural;Focus
Kept telling myself it’s fine even if it didn’t feel great;Aural;Focus
I talked myself out of spiraling a few times;Kinesthetic;Confidence
Didn’t get upset, just stayed with it;Aural;Control
I was kind of zoning out but still holding it together;Read/Write;Control
I talked myself out of spiraling a few times;Aural;Confidence
Not my sharpest day, but I kept working through it;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Confidence
My tempo was weird, but I didn’t panic;Visual;Control
Didn’t get upset, just stayed with it;Aural;Focus
Not my sharpest day, but I kept working through it;Aural;Focus
I was kind of zoning out but still holding it together;Read/Write;Focus
Didn't quite feel dialed in but made it through;Visual;Confidence
I wasn't fully in it, but I managed to keep my cool;Visual;Control
Wasn’t super confident, but I tried to stay composed;Aural;Confidence
I wasn't fully in it, but I managed to keep my cool;Visual;Focus
My tempo was weird, but I didn’t panic;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Visual;Focus
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Focus
My tempo was weird, but I didn’t panic;Kinesthetic;Focus
Wasn’t super confident, but I tried to stay composed;Aural;Control
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Confidence
I wasn't fully in it, but I managed to keep my cool;Visual;Confidence
Not my sharpest day, but I kept working through it;Read/Write;Confidence
I was kind of zoning out but still holding it together;Read/Write;Control
Wasn’t super confident, but I tried to stay composed;Read/Write;Focus
Kept telling myself it’s fine even if it didn’t feel great;Aural;Confidence
I was kind of zoning out but still holding it together;Visual;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Control
I was kind of zoning out but still holding it together;Kinesthetic;Focus
Tried to breathe and let it ride even though I felt off;Aural;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Focus
I was kind of zoning out but still holding it together;Kinesthetic;Confidence
I talked myself out of spiraling a few times;Read/Write;Confidence
Not my sharpest day, but I kept working through it;Kinesthetic;Control
Didn’t get upset, just stayed with it;Aural;Focus
I was kind of zoning out but still holding it together;Visual;Confidence
I talked myself out of spiraling a few times;Kinesthetic;Control
Wasn’t super confident, but I tried to stay composed;Visual;Focus
Didn't quite feel dialed in but made it through;Visual;Focus
My tempo was weird, but I didn’t panic;Read/Write;Confidence
Not my sharpest day, but I kept working through it;Visual;Focus
I was kind of zoning out but still holding it together;Kinesthetic;Focus
Not my sharpest day, but I kept working through it;Kinesthetic;Control
Tried to breathe and let it ride even though I felt off;Visual;Confidence
Didn't quite feel dialed in but made it through;Read/Write;Focus
Not my sharpest day, but I kept working through it;Aural;Control
Tried to breathe and let it ride even though I felt off;Visual;Control
My tempo was weird, but I didn’t panic;Visual;Focus
Not my sharpest day, but I kept working through it;Kinesthetic;Control
My tempo was weird, but I didn’t panic;Kinesthetic;Confidence
I talked myself out of spiraling a few times;Kinesthetic;Focus
Didn’t get upset, just stayed with it;Read/Write;Focus
My tempo was weird, but I didn’t panic;Read/Write;Control
Didn't quite feel dialed in but made it through;Visual;Control
Didn’t get upset, just stayed with it;Kinesthetic;Confidence
Didn’t get upset, just stayed with it;Visual;Confidence
I talked myself out of spiraling a few times;Visual;Control
Tried to breathe and let it ride even though I felt off;Aural;Focus
I talked myself out of spiraling a few times;Kinesthetic;Control
Didn't quite feel dialed in but made it through;Aural;Control
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
I was kind of zoning out but still holding it together;Read/Write;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
Didn’t get upset, just stayed with it;Visual;Confidence
Didn't quite feel dialed in but made it through;Read/Write;Focus
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Focus
Wasn’t super confident, but I tried to stay composed;Visual;Confidence
I talked myself out of spiraling a few times;Aural;Control
Wasn’t super confident, but I tried to stay composed;Aural;Control
Not my sharpest day, but I kept working through it;Read/Write;Confidence
Tried to breathe and let it ride even though I felt off;Aural;Focus
Wasn’t super confident, but I tried to stay composed;Read/Write;Control
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Control
Wasn’t super confident, but I tried to stay composed;Read/Write;Confidence
I was kind of zoning out but still holding it together;Kinesthetic;Focus
Didn’t get upset, just stayed with it;Read/Write;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Focus
Wasn’t super confident, but I tried to stay composed;Read/Write;Focus
My tempo was weird, but I didn’t panic;Aural;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Control
Didn't quite feel dialed in but made it through;Visual;Confidence
I talked myself out of spiraling a few times;Visual;Control
Not my sharpest day, but I kept working through it;Visual;Confidence
I was kind of zoning out but still holding it together;Kinesthetic;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Focus
Kept telling myself it’s fine even if it didn’t feel great;Visual;Focus
Wasn’t super confident, but I tried to stay composed;Read/Write;Control
Tried to breathe and let it ride even though I felt off;Kinesthetic;Confidence
My tempo was weird, but I didn’t panic;Visual;Control
Didn’t get upset, just stayed with it;Aural;Confidence
I wasn't fully in it, but I managed to keep my cool;Visual;Focus
Not my sharpest day, but I kept working through it;Read/Write;Confidence
Not my sharpest day, but I kept working through it;Visual;Confidence
Wasn’t super confident, but I tried to stay composed;Visual;Focus
Wasn’t super confident, but I tried to stay composed;Aural;Control
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Control
I talked myself out of spiraling a few times;Visual;Control
Didn't quite feel dialed in but made it through;Kinesthetic;Confidence
I wasn't fully in it, but I managed to keep my cool;Visual;Control
Tried to breathe and let it ride even though I felt off;Visual;Focus
I wasn't fully in it, but I managed to keep my cool;Read/Write;Confidence
I wasn't fully in it, but I managed to keep my cool;Aural;Control
I talked myself out of spiraling a few times;Read/Write;Confidence
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Control
I talked myself out of spiraling a few times;Kinesthetic;Focus
Kept telling myself it’s fine even if it didn’t feel great;Visual;Focus
I was kind of zoning out but still holding it together;Visual;Focus
My tempo was weird, but I didn’t panic;Read/Write;Control
I was kind of zoning out but still holding it together;Kinesthetic;Control
I wasn't fully in it, but I managed to keep my cool;Read/Write;Confidence
Tried to breathe and let it ride even though I felt off;Visual;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
My tempo was weird, but I didn’t panic;Read/Write;Confidence
Didn’t get upset, just stayed with it;Read/Write;Control
Didn’t get upset, just stayed with it;Kinesthetic;Focus
I was kind of zoning out but still holding it together;Aural;Control
I was kind of zoning out but still holding it together;Aural;Control
My tempo was weird, but I didn’t panic;Visual;Control
Kept telling myself it’s fine even if it didn’t feel great;Visual;Confidence
Tried to breathe and let it ride even though I felt off;Visual;Focus
Didn’t get upset, just stayed with it;Aural;Confidence
My tempo was weird, but I didn’t panic;Visual;Confidence
Didn't quite feel dialed in but made it through;Visual;Focus
I talked myself out of spiraling a few times;Read/Write;Confidence
I talked myself out of spiraling a few times;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Visual;Confidence
Didn't quite feel dialed in but made it through;Visual;Confidence
I talked myself out of spiraling a few times;Aural;Focus
My tempo was weird, but I didn’t panic;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Control
I was kind of zoning out but still holding it together;Kinesthetic;Focus
Wasn’t super confident, but I tried to stay composed;Visual;Confidence
Didn’t get upset, just stayed with it;Aural;Focus
Didn’t get upset, just stayed with it;Read/Write;Control
Not my sharpest day, but I kept working through it;Aural;Focus
I talked myself out of spiraling a few times;Read/Write;Focus
Wasn’t super confident, but I tried to stay composed;Aural;Confidence
Didn’t get upset, just stayed with it;Visual;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Confidence
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Control
Tried to breathe and let it ride even though I felt off;Aural;Focus
Didn’t get upset, just stayed with it;Visual;Focus
Didn’t get upset, just stayed with it;Visual;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Focus
I talked myself out of spiraling a few times;Read/Write;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Confidence
I wasn't fully in it, but I managed to keep my cool;Aural;Control
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
Didn't quite feel dialed in but made it through;Aural;Confidence
Didn't quite feel dialed in but made it through;Aural;Control
I was kind of zoning out but still holding it together;Aural;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Focus
Not my sharpest day, but I kept working through it;Aural;Control
Wasn’t super confident, but I tried to stay composed;Read/Write;Focus
Didn’t get upset, just stayed with it;Read/Write;Control
Didn't quite feel dialed in but made it through;Read/Write;Focus
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Control
Kept telling myself it’s fine even if it didn’t feel great;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Confidence
Didn’t get upset, just stayed with it;Aural;Control
Wasn’t super confident, but I tried to stay composed;Aural;Control
I talked myself out of spiraling a few times;Visual;Confidence
Tried to breathe and let it ride even though I felt off;Read/Write;Confidence
Didn't quite feel dialed in but made it through;Read/Write;Focus
Not my sharpest day, but I kept working through it;Kinesthetic;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Confidence
My tempo was weird, but I didn’t panic;Visual;Focus
I wasn't fully in it, but I managed to keep my cool;Aural;Confidence
Didn’t get upset, just stayed with it;Read/Write;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Focus
I was kind of zoning out but still holding it together;Kinesthetic;Control
I was kind of zoning out but still holding it together;Visual;Focus
My tempo was weird, but I didn’t panic;Read/Write;Confidence
Didn’t get upset, just stayed with it;Kinesthetic;Confidence
I was kind of zoning out but still holding it together;Aural;Confidence
I talked myself out of spiraling a few times;Read/Write;Control
I wasn't fully in it, but I managed to keep my cool;Visual;Focus
I talked myself out of spiraling a few times;Kinesthetic;Control
Wasn’t super confident, but I tried to stay composed;Read/Write;Control
My tempo was weird, but I didn’t panic;Read/Write;Confidence
I wasn't fully in it, but I managed to keep my cool;Read/Write;Focus
Didn't quite feel dialed in but made it through;Kinesthetic;Confidence
Didn’t get upset, just stayed with it;Aural;Focus
Didn't quite feel dialed in but made it through;Read/Write;Focus
I was kind of zoning out but still holding it together;Read/Write;Focus
Not my sharpest day, but I kept working through it;Visual;Control
Tried to breathe and let it ride even though I felt off;Read/Write;Focus
I was kind of zoning out but still holding it together;Visual;Control
Wasn’t super confident, but I tried to stay composed;Aural;Confidence
Tried to breathe and let it ride even though I felt off;Read/Write;Confidence
Didn’t get upset, just stayed with it;Read/Write;Control
My tempo was weird, but I didn’t panic;Read/Write;Control
Not my sharpest day, but I kept working through it;Visual;Focus
I was kind of zoning out but still holding it together;Kinesthetic;Control
Didn’t get upset, just stayed with it;Visual;Control
Didn’t get upset, just stayed with it;Visual;Focus
Not my sharpest day, but I kept working through it;Read/Write;Focus
Wasn’t super confident, but I tried to stay composed;Visual;Control
Tried to breathe and let it ride even though I felt off;Visual;Control
My tempo was weird, but I didn’t panic;Aural;Focus
Wasn’t super confident, but I tried to stay composed;Read/Write;Focus
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Confidence
I was kind of zoning out but still holding it together;Visual;Focus
Didn’t get upset, just stayed with it;Kinesthetic;Confidence
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Focus
I talked myself out of spiraling a few times;Aural;Focus
I was kind of zoning out but still holding it together;Aural;Confidence
Wasn’t super confident, but I tried to stay composed;Visual;Confidence
Didn't quite feel dialed in but made it through;Aural;Control
Not my sharpest day, but I kept working through it;Visual;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Control
Tried to breathe and let it ride even though I felt off;Aural;Control
Didn't quite feel dialed in but made it through;Visual;Focus
Tried to breathe and let it ride even though I felt off;Read/Write;Focus
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Focus
Didn't quite feel dialed in but made it through;Visual;Control
My tempo was weird, but I didn’t panic;Visual;Focus
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
I wasn't fully in it, but I managed to keep my cool;Visual;Focus
Kept telling myself it’s fine even if it didn’t feel great;Aural;Control
I was kind of zoning out but still holding it together;Visual;Control
I was kind of zoning out but still holding it together;Visual;Control
Didn't quite feel dialed in but made it through;Visual;Focus
Didn't quite feel dialed in but made it through;Kinesthetic;Confidence
I was kind of zoning out but still holding it together;Kinesthetic;Control
Tried to breathe and let it ride even though I felt off;Aural;Control
Tried to breathe and let it ride even though I felt off;Read/Write;Control
Didn’t get upset, just stayed with it;Read/Write;Focus
Didn’t get upset, just stayed with it;Aural;Confidence
Wasn’t super confident, but I tried to stay composed;Visual;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Focus
Didn’t get upset, just stayed with it;Aural;Control
Didn’t get upset, just stayed with it;Visual;Focus
Kept telling myself it’s fine even if it didn’t feel great;Visual;Focus
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
Didn’t get upset, just stayed with it;Kinesthetic;Focus
I was kind of zoning out but still holding it together;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Aural;Control
Wasn’t super confident, but I tried to stay composed;Aural;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Control
Kept telling myself it’s fine even if it didn’t feel great;Aural;Focus
Tried to breathe and let it ride even though I felt off;Read/Write;Confidence
I wasn't fully in it, but I managed to keep my cool;Read/Write;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Confidence
My tempo was weird, but I didn’t panic;Read/Write;Focus
I was kind of zoning out but still holding it together;Aural;Focus
I talked myself out of spiraling a few times;Visual;Control
Tried to breathe and let it ride even though I felt off;Aural;Focus
Not my sharpest day, but I kept working through it;Visual;Control
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Confidence
Tried to breathe and let it ride even though I felt off;Read/Write;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
Didn’t get upset, just stayed with it;Visual;Control
Tried to breathe and let it ride even though I felt off;Aural;Focus
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Control
I was kind of zoning out but still holding it together;Kinesthetic;Control
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
Tried to breathe and let it ride even though I felt off;Aural;Focus
I wasn't fully in it, but I managed to keep my cool;Aural;Control
I was kind of zoning out but still holding it together;Read/Write;Confidence
Tried to breathe and let it ride even though I felt off;Visual;Control
I was kind of zoning out but still holding it together;Visual;Focus
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Confidence
I talked myself out of spiraling a few times;Read/Write;Focus
I was kind of zoning out but still holding it together;Read/Write;Confidence
Didn't quite feel dialed in but made it through;Read/Write;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Control
Didn’t get upset, just stayed with it;Kinesthetic;Confidence
Didn’t get upset, just stayed with it;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Aural;Confidence
Didn’t get upset, just stayed with it;Visual;Control
Didn’t get upset, just stayed with it;Visual;Focus
I wasn't fully in it, but I managed to keep my cool;Visual;Confidence
Didn't quite feel dialed in but made it through;Read/Write;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Confidence
Tried to breathe and let it ride even though I felt off;Visual;Focus
I talked myself out of spiraling a few times;Kinesthetic;Confidence
Didn't quite feel dialed in but made it through;Visual;Control
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Control
I talked myself out of spiraling a few times;Aural;Focus
Didn't quite feel dialed in but made it through;Visual;Focus
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Confidence
I talked myself out of spiraling a few times;Read/Write;Confidence
Didn’t get upset, just stayed with it;Read/Write;Focus
I wasn't fully in it, but I managed to keep my cool;Read/Write;Confidence
I talked myself out of spiraling a few times;Aural;Focus
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Control
Didn't quite feel dialed in but made it through;Visual;Control
Not my sharpest day, but I kept working through it;Visual;Focus
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
Didn't quite feel dialed in but made it through;Visual;Confidence
Wasn’t super confident, but I tried to stay composed;Visual;Control
I was kind of zoning out but still holding it together;Kinesthetic;Focus
I was kind of zoning out but still holding it together;Kinesthetic;Control
Didn’t get upset, just stayed with it;Aural;Focus
I talked myself out of spiraling a few times;Aural;Focus
Tried to breathe and let it ride even though I felt off;Kinesthetic;Focus
Not my sharpest day, but I kept working through it;Read/Write;Control
My tempo was weird, but I didn’t panic;Kinesthetic;Control
I talked myself out of spiraling a few times;Aural;Focus
Tried to breathe and let it ride even though I felt off;Visual;Confidence
I was kind of zoning out but still holding it together;Kinesthetic;Control
Didn’t get upset, just stayed with it;Visual;Control
I wasn't fully in it, but I managed to keep my cool;Kinesthetic;Focus
I talked myself out of spiraling a few times;Read/Write;Confidence
Not my sharpest day, but I kept working through it;Visual;Control
Not my sharpest day, but I kept working through it;Read/Write;Control
I was kind of zoning out but still holding it together;Kinesthetic;Confidence
Didn’t get upset, just stayed with it;Aural;Confidence
Tried to breathe and let it ride even though I felt off;Visual;Focus
Not my sharpest day, but I kept working through it;Kinesthetic;Confidence
I talked myself out of spiraling a few times;Kinesthetic;Focus
Didn't quite feel dialed in but made it through;Read/Write;Focus
My tempo was weird, but I didn’t panic;Aural;Control
Didn’t get upset, just stayed with it;Kinesthetic;Focus
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Control
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
I was kind of zoning out but still holding it together;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Read/Write;Focus
Didn’t get upset, just stayed with it;Kinesthetic;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
I was kind of zoning out but still holding it together;Kinesthetic;Control
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
My tempo was weird, but I didn’t panic;Kinesthetic;Focus
My tempo was weird, but I didn’t panic;Visual;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
Didn’t get upset, just stayed with it;Aural;Confidence
Wasn’t super confident, but I tried to stay composed;Kinesthetic;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Control
My tempo was weird, but I didn’t panic;Read/Write;Control
I was kind of zoning out but still holding it together;Kinesthetic;Focus
Not my sharpest day, but I kept working through it;Kinesthetic;Control
My tempo was weird, but I didn’t panic;Visual;Control
Kept telling myself it’s fine even if it didn’t feel great;Read/Write;Control
I wasn't fully in it, but I managed to keep my cool;Aural;Focus
Not my sharpest day, but I kept working through it;Kinesthetic;Confidence
I talked myself out of spiraling a few times;Aural;Focus
My tempo was weird, but I didn’t panic;Read/Write;Control
My tempo was weird, but I didn’t panic;Aural;Focus
Didn't quite feel dialed in but made it through;Kinesthetic;Focus
Not my sharpest day, but I kept working through it;Read/Write;Control
Not my sharpest day, but I kept working through it;Visual;Control
I wasn't fully in it, but I managed to keep my cool;Read/Write;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Kinesthetic;Confidence
Wasn’t super confident, but I tried to stay composed;Aural;Confidence
Kept telling myself it’s fine even if it didn’t feel great;Visual;Confidence
I was kind of zoning out but still holding it together;Aural;Control
My tempo was weird, but I didn’t panic;Visual;Focus
