User Phrase;VARK Style;Pillar;Mood
Not feelin' my routine today 😕;Read/Write;Confidence;confused
Wait, so was I supposed to breathe there?;Read/Write;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;bored
I kinda zoned out mid-round 😶;Read/Write;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;bored
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;pumped
Whoa, I just aced my focus drill!;Read/Write;Focus;pumped
Whoa, I just aced my focus drill!;Visual;Control;pumped
Whoa, I just aced my focus drill!;Visual;Confidence;shy
Not feelin' my routine today 😕;Visual;Focus;shy
Can I get a redo on that swing?;Read/Write;Focus;shy
Can I get a redo on that swing?;Read/Write;Control;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Focus;confused
Can I get a redo on that swing?;Read/Write;Focus;confused
Not feelin' my routine today 😕;Visual;Control;pumped
I actually crushed it this time!;Kinesthetic;Control;pumped
Hey coach, was that reset okay?;Visual;Control;pumped
Ugh, total brain fog on that hole...;Visual;Confidence;pumped
I actually crushed it this time!;Kinesthetic;Focus;pumped
I kinda zoned out mid-round 😶;Read/Write;Confidence;shy
I actually crushed it this time!;Read/Write;Focus;shy
Wait, so was I supposed to breathe there?;Read/Write;Confidence;shy
Does this count as visualization?;Visual;Control;excited
Hey coach, was that reset okay?;Visual;Control;pumped
Ugh, total brain fog on that hole...;Aural;Confidence;pumped
Hey coach, was that reset okay?;Visual;Focus;confused
Does this count as visualization?;Kinesthetic;Confidence;pumped
Does this count as visualization?;Aural;Control;pumped
Not feelin' my routine today 😕;Read/Write;Confidence;bored
Does this count as visualization?;Visual;Confidence;pumped
Not feelin' my routine today 😕;Visual;Confidence;shy
Not feelin' my routine today 😕;Kinesthetic;Control;confused
Can I get a redo on that swing?;Kinesthetic;Focus;confused
I actually crushed it this time!;Aural;Control;shy
Does this count as visualization?;Kinesthetic;Focus;excited
Not feelin' my routine today 😕;Visual;Control;pumped
Can I get a redo on that swing?;Aural;Control;excited
Wait, so was I supposed to breathe there?;Aural;Focus;confused
Hey coach, was that reset okay?;Kinesthetic;Control;pumped
Hey coach, was that reset okay?;Aural;Confidence;confused
Hey coach, was that reset okay?;Visual;Focus;bored
Not feelin' my routine today 😕;Aural;Control;excited
Ugh, total brain fog on that hole...;Visual;Control;bored
Pretty sure my confidence just leveled up 🔥;Aural;Control;bored
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;excited
Not feelin' my routine today 😕;Kinesthetic;Confidence;excited
I actually crushed it this time!;Kinesthetic;Confidence;excited
Wait, so was I supposed to breathe there?;Aural;Control;pumped
Does this count as visualization?;Read/Write;Confidence;excited
Does this count as visualization?;Aural;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Aural;Control;bored
Wait, so was I supposed to breathe there?;Aural;Confidence;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Focus;confused
Not feelin' my routine today 😕;Visual;Confidence;bored
Can I get a redo on that swing?;Kinesthetic;Focus;confused
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;pumped
Hey coach, was that reset okay?;Visual;Focus;excited
Can I get a redo on that swing?;Kinesthetic;Control;shy
Whoa, I just aced my focus drill!;Kinesthetic;Focus;shy
Does this count as visualization?;Kinesthetic;Focus;pumped
Does this count as visualization?;Visual;Confidence;pumped
Whoa, I just aced my focus drill!;Read/Write;Focus;confused
I actually crushed it this time!;Aural;Focus;shy
Hey coach, was that reset okay?;Visual;Control;bored
Pretty sure my confidence just leveled up 🔥;Aural;Focus;pumped
Hey coach, was that reset okay?;Visual;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;excited
Not feelin' my routine today 😕;Read/Write;Confidence;excited
Not feelin' my routine today 😕;Visual;Control;shy
Not feelin' my routine today 😕;Visual;Focus;shy
I kinda zoned out mid-round 😶;Visual;Focus;excited
Pretty sure my confidence just leveled up 🔥;Visual;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;pumped
Wait, so was I supposed to breathe there?;Visual;Control;pumped
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;bored
Wait, so was I supposed to breathe there?;Aural;Focus;bored
Does this count as visualization?;Read/Write;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Visual;Focus;bored
Whoa, I just aced my focus drill!;Read/Write;Confidence;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;shy
Does this count as visualization?;Kinesthetic;Focus;confused
Whoa, I just aced my focus drill!;Visual;Control;confused
Pretty sure my confidence just leveled up 🔥;Visual;Focus;shy
I actually crushed it this time!;Aural;Control;excited
Ugh, total brain fog on that hole...;Aural;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;confused
Wait, so was I supposed to breathe there?;Visual;Focus;shy
I actually crushed it this time!;Aural;Focus;shy
I kinda zoned out mid-round 😶;Read/Write;Control;shy
Not feelin' my routine today 😕;Read/Write;Confidence;pumped
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;shy
Ugh, total brain fog on that hole...;Read/Write;Focus;excited
Wait, so was I supposed to breathe there?;Aural;Focus;excited
Ugh, total brain fog on that hole...;Aural;Control;bored
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;pumped
Does this count as visualization?;Aural;Confidence;bored
Hey coach, was that reset okay?;Visual;Focus;confused
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;pumped
Whoa, I just aced my focus drill!;Aural;Control;bored
Whoa, I just aced my focus drill!;Aural;Confidence;confused
Wait, so was I supposed to breathe there?;Read/Write;Confidence;confused
Hey coach, was that reset okay?;Aural;Focus;confused
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;pumped
Does this count as visualization?;Read/Write;Control;confused
Ugh, total brain fog on that hole...;Visual;Confidence;shy
Hey coach, was that reset okay?;Kinesthetic;Confidence;pumped
Does this count as visualization?;Kinesthetic;Focus;confused
Whoa, I just aced my focus drill!;Read/Write;Confidence;confused
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;confused
Ugh, total brain fog on that hole...;Visual;Focus;bored
Ugh, total brain fog on that hole...;Aural;Control;pumped
I kinda zoned out mid-round 😶;Aural;Control;confused
Does this count as visualization?;Kinesthetic;Control;shy
I actually crushed it this time!;Kinesthetic;Control;pumped
Whoa, I just aced my focus drill!;Aural;Control;pumped
Does this count as visualization?;Read/Write;Control;confused
Hey coach, was that reset okay?;Kinesthetic;Focus;excited
Does this count as visualization?;Read/Write;Control;excited
Whoa, I just aced my focus drill!;Visual;Control;shy
Not feelin' my routine today 😕;Read/Write;Control;excited
Can I get a redo on that swing?;Aural;Focus;bored
Does this count as visualization?;Read/Write;Control;confused
Ugh, total brain fog on that hole...;Visual;Control;excited
Wait, so was I supposed to breathe there?;Aural;Confidence;confused
I kinda zoned out mid-round 😶;Read/Write;Confidence;pumped
Can I get a redo on that swing?;Visual;Confidence;pumped
Ugh, total brain fog on that hole...;Visual;Confidence;excited
Not feelin' my routine today 😕;Read/Write;Focus;excited
Can I get a redo on that swing?;Aural;Focus;shy
Wait, so was I supposed to breathe there?;Visual;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Aural;Focus;shy
Not feelin' my routine today 😕;Aural;Control;bored
Wait, so was I supposed to breathe there?;Visual;Focus;pumped
Wait, so was I supposed to breathe there?;Read/Write;Confidence;shy
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;shy
I actually crushed it this time!;Read/Write;Focus;excited
I actually crushed it this time!;Aural;Focus;pumped
Can I get a redo on that swing?;Read/Write;Focus;shy
Can I get a redo on that swing?;Aural;Control;pumped
Does this count as visualization?;Visual;Control;confused
Pretty sure my confidence just leveled up 🔥;Aural;Control;shy
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;shy
I kinda zoned out mid-round 😶;Read/Write;Confidence;pumped
I actually crushed it this time!;Aural;Focus;pumped
Can I get a redo on that swing?;Kinesthetic;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;excited
Wait, so was I supposed to breathe there?;Read/Write;Control;confused
I actually crushed it this time!;Read/Write;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;confused
Can I get a redo on that swing?;Aural;Focus;bored
Can I get a redo on that swing?;Visual;Confidence;pumped
Can I get a redo on that swing?;Aural;Confidence;excited
Not feelin' my routine today 😕;Aural;Confidence;bored
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;excited
Whoa, I just aced my focus drill!;Visual;Control;bored
I actually crushed it this time!;Visual;Focus;pumped
Not feelin' my routine today 😕;Visual;Control;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Control;confused
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;confused
Wait, so was I supposed to breathe there?;Read/Write;Focus;bored
Does this count as visualization?;Aural;Focus;pumped
Whoa, I just aced my focus drill!;Aural;Confidence;excited
Ugh, total brain fog on that hole...;Aural;Control;shy
Does this count as visualization?;Visual;Control;excited
Hey coach, was that reset okay?;Read/Write;Control;shy
Not feelin' my routine today 😕;Aural;Confidence;shy
Wait, so was I supposed to breathe there?;Visual;Control;pumped
Hey coach, was that reset okay?;Read/Write;Control;confused
Hey coach, was that reset okay?;Kinesthetic;Confidence;pumped
I kinda zoned out mid-round 😶;Read/Write;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;bored
Hey coach, was that reset okay?;Visual;Focus;shy
Hey coach, was that reset okay?;Aural;Confidence;bored
Can I get a redo on that swing?;Visual;Confidence;confused
Hey coach, was that reset okay?;Visual;Focus;excited
I actually crushed it this time!;Visual;Focus;bored
Not feelin' my routine today 😕;Kinesthetic;Focus;excited
Pretty sure my confidence just leveled up 🔥;Visual;Control;excited
Pretty sure my confidence just leveled up 🔥;Visual;Focus;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;confused
I actually crushed it this time!;Read/Write;Focus;shy
I actually crushed it this time!;Kinesthetic;Control;shy
Hey coach, was that reset okay?;Read/Write;Confidence;bored
Can I get a redo on that swing?;Read/Write;Focus;pumped
Hey coach, was that reset okay?;Read/Write;Control;confused
Pretty sure my confidence just leveled up 🔥;Aural;Control;shy
Not feelin' my routine today 😕;Kinesthetic;Confidence;excited
I kinda zoned out mid-round 😶;Kinesthetic;Control;excited
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;bored
I kinda zoned out mid-round 😶;Read/Write;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;shy
I actually crushed it this time!;Aural;Confidence;confused
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;confused
Whoa, I just aced my focus drill!;Read/Write;Confidence;confused
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;confused
Does this count as visualization?;Read/Write;Confidence;bored
Does this count as visualization?;Visual;Confidence;pumped
Ugh, total brain fog on that hole...;Aural;Confidence;confused
Wait, so was I supposed to breathe there?;Aural;Confidence;shy
Whoa, I just aced my focus drill!;Kinesthetic;Focus;pumped
Hey coach, was that reset okay?;Visual;Confidence;excited
Can I get a redo on that swing?;Visual;Control;excited
Hey coach, was that reset okay?;Visual;Confidence;confused
Ugh, total brain fog on that hole...;Visual;Focus;pumped
Can I get a redo on that swing?;Read/Write;Confidence;excited
Not feelin' my routine today 😕;Kinesthetic;Focus;bored
I kinda zoned out mid-round 😶;Aural;Control;bored
Can I get a redo on that swing?;Kinesthetic;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;excited
Whoa, I just aced my focus drill!;Read/Write;Control;pumped
Hey coach, was that reset okay?;Kinesthetic;Confidence;shy
I actually crushed it this time!;Visual;Confidence;shy
Not feelin' my routine today 😕;Aural;Confidence;confused
I actually crushed it this time!;Aural;Control;confused
Pretty sure my confidence just leveled up 🔥;Aural;Control;excited
I kinda zoned out mid-round 😶;Aural;Control;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;pumped
Does this count as visualization?;Kinesthetic;Control;pumped
I actually crushed it this time!;Aural;Control;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Control;pumped
Hey coach, was that reset okay?;Read/Write;Control;bored
Pretty sure my confidence just leveled up 🔥;Visual;Focus;shy
I actually crushed it this time!;Read/Write;Focus;excited
Hey coach, was that reset okay?;Visual;Control;confused
Whoa, I just aced my focus drill!;Kinesthetic;Control;confused
I kinda zoned out mid-round 😶;Read/Write;Control;pumped
I actually crushed it this time!;Visual;Focus;confused
I kinda zoned out mid-round 😶;Visual;Control;excited
Whoa, I just aced my focus drill!;Read/Write;Focus;excited
Whoa, I just aced my focus drill!;Visual;Control;pumped
Does this count as visualization?;Kinesthetic;Focus;shy
Hey coach, was that reset okay?;Kinesthetic;Control;shy
Whoa, I just aced my focus drill!;Read/Write;Control;pumped
Ugh, total brain fog on that hole...;Kinesthetic;Control;excited
Ugh, total brain fog on that hole...;Kinesthetic;Focus;confused
Wait, so was I supposed to breathe there?;Read/Write;Focus;confused
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;confused
Pretty sure my confidence just leveled up 🔥;Visual;Focus;excited
Ugh, total brain fog on that hole...;Visual;Control;confused
Ugh, total brain fog on that hole...;Kinesthetic;Control;confused
Wait, so was I supposed to breathe there?;Visual;Control;bored
Can I get a redo on that swing?;Aural;Control;pumped
Hey coach, was that reset okay?;Kinesthetic;Control;pumped
Can I get a redo on that swing?;Read/Write;Focus;confused
I kinda zoned out mid-round 😶;Aural;Focus;pumped
I kinda zoned out mid-round 😶;Visual;Confidence;shy
I kinda zoned out mid-round 😶;Visual;Control;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;pumped
Can I get a redo on that swing?;Aural;Focus;shy
Hey coach, was that reset okay?;Kinesthetic;Focus;shy
Does this count as visualization?;Aural;Control;shy
Can I get a redo on that swing?;Kinesthetic;Confidence;confused
Whoa, I just aced my focus drill!;Read/Write;Confidence;shy
Whoa, I just aced my focus drill!;Visual;Confidence;pumped
Wait, so was I supposed to breathe there?;Read/Write;Focus;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Control;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;excited
Hey coach, was that reset okay?;Visual;Confidence;excited
Not feelin' my routine today 😕;Aural;Focus;bored
Pretty sure my confidence just leveled up 🔥;Aural;Control;shy
Can I get a redo on that swing?;Aural;Confidence;pumped
Wait, so was I supposed to breathe there?;Kinesthetic;Control;confused
Ugh, total brain fog on that hole...;Visual;Focus;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Control;pumped
Does this count as visualization?;Kinesthetic;Confidence;pumped
I actually crushed it this time!;Read/Write;Focus;bored
Pretty sure my confidence just leveled up 🔥;Visual;Focus;shy
Wait, so was I supposed to breathe there?;Visual;Control;pumped
I actually crushed it this time!;Visual;Control;confused
Wait, so was I supposed to breathe there?;Aural;Focus;confused
I kinda zoned out mid-round 😶;Aural;Confidence;confused
I actually crushed it this time!;Visual;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;confused
Can I get a redo on that swing?;Aural;Confidence;pumped
Whoa, I just aced my focus drill!;Aural;Focus;bored
Not feelin' my routine today 😕;Read/Write;Focus;excited
I actually crushed it this time!;Read/Write;Confidence;pumped
Hey coach, was that reset okay?;Visual;Confidence;bored
Not feelin' my routine today 😕;Aural;Focus;bored
Whoa, I just aced my focus drill!;Visual;Control;pumped
Not feelin' my routine today 😕;Visual;Focus;excited
I actually crushed it this time!;Visual;Control;confused
Ugh, total brain fog on that hole...;Read/Write;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;shy
Ugh, total brain fog on that hole...;Read/Write;Focus;confused
Not feelin' my routine today 😕;Kinesthetic;Control;excited
Ugh, total brain fog on that hole...;Read/Write;Control;shy
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;confused
Whoa, I just aced my focus drill!;Read/Write;Control;confused
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;pumped
Ugh, total brain fog on that hole...;Visual;Confidence;shy
Not feelin' my routine today 😕;Kinesthetic;Control;bored
Can I get a redo on that swing?;Kinesthetic;Control;bored
Wait, so was I supposed to breathe there?;Kinesthetic;Control;bored
Pretty sure my confidence just leveled up 🔥;Read/Write;Control;confused
Wait, so was I supposed to breathe there?;Read/Write;Control;pumped
I kinda zoned out mid-round 😶;Aural;Focus;confused
Hey coach, was that reset okay?;Read/Write;Control;pumped
Can I get a redo on that swing?;Aural;Control;bored
Wait, so was I supposed to breathe there?;Aural;Control;bored
Ugh, total brain fog on that hole...;Read/Write;Confidence;shy
Does this count as visualization?;Kinesthetic;Focus;confused
Hey coach, was that reset okay?;Read/Write;Confidence;pumped
Can I get a redo on that swing?;Visual;Control;confused
Whoa, I just aced my focus drill!;Kinesthetic;Focus;excited
Wait, so was I supposed to breathe there?;Read/Write;Control;shy
Whoa, I just aced my focus drill!;Read/Write;Confidence;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Focus;excited
Whoa, I just aced my focus drill!;Visual;Control;bored
Ugh, total brain fog on that hole...;Aural;Control;pumped
Does this count as visualization?;Aural;Confidence;excited
Does this count as visualization?;Kinesthetic;Control;pumped
Hey coach, was that reset okay?;Kinesthetic;Control;bored
Can I get a redo on that swing?;Read/Write;Focus;pumped
Does this count as visualization?;Read/Write;Focus;shy
Does this count as visualization?;Kinesthetic;Control;bored
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;confused
Hey coach, was that reset okay?;Visual;Control;excited
I actually crushed it this time!;Visual;Confidence;confused
Ugh, total brain fog on that hole...;Visual;Control;shy
Not feelin' my routine today 😕;Read/Write;Confidence;shy
Ugh, total brain fog on that hole...;Visual;Control;bored
Hey coach, was that reset okay?;Visual;Confidence;shy
Does this count as visualization?;Aural;Confidence;confused
Ugh, total brain fog on that hole...;Aural;Confidence;excited
Not feelin' my routine today 😕;Kinesthetic;Control;confused
I actually crushed it this time!;Visual;Focus;bored
Ugh, total brain fog on that hole...;Read/Write;Control;pumped
Hey coach, was that reset okay?;Read/Write;Confidence;excited
Ugh, total brain fog on that hole...;Aural;Focus;pumped
Not feelin' my routine today 😕;Visual;Control;confused
I kinda zoned out mid-round 😶;Read/Write;Focus;shy
I kinda zoned out mid-round 😶;Visual;Confidence;excited
Wait, so was I supposed to breathe there?;Read/Write;Confidence;bored
Can I get a redo on that swing?;Aural;Confidence;excited
Does this count as visualization?;Aural;Confidence;pumped
Hey coach, was that reset okay?;Aural;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;confused
Ugh, total brain fog on that hole...;Read/Write;Control;confused
I kinda zoned out mid-round 😶;Visual;Confidence;confused
Can I get a redo on that swing?;Kinesthetic;Focus;excited
Whoa, I just aced my focus drill!;Visual;Control;excited
Whoa, I just aced my focus drill!;Visual;Control;pumped
Does this count as visualization?;Aural;Confidence;excited
Ugh, total brain fog on that hole...;Kinesthetic;Control;excited
Does this count as visualization?;Kinesthetic;Confidence;bored
Can I get a redo on that swing?;Visual;Control;shy
Pretty sure my confidence just leveled up 🔥;Aural;Control;shy
Hey coach, was that reset okay?;Aural;Control;shy
Ugh, total brain fog on that hole...;Visual;Confidence;shy
Can I get a redo on that swing?;Visual;Control;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;pumped
Hey coach, was that reset okay?;Aural;Control;bored
Hey coach, was that reset okay?;Kinesthetic;Focus;shy
I actually crushed it this time!;Visual;Focus;bored
Hey coach, was that reset okay?;Read/Write;Control;bored
Not feelin' my routine today 😕;Visual;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Aural;Control;pumped
Hey coach, was that reset okay?;Visual;Focus;confused
Whoa, I just aced my focus drill!;Aural;Confidence;bored
Hey coach, was that reset okay?;Visual;Confidence;excited
I actually crushed it this time!;Read/Write;Focus;pumped
I actually crushed it this time!;Visual;Control;shy
Ugh, total brain fog on that hole...;Read/Write;Control;bored
Ugh, total brain fog on that hole...;Visual;Control;confused
Can I get a redo on that swing?;Read/Write;Confidence;excited
Does this count as visualization?;Read/Write;Focus;shy
Pretty sure my confidence just leveled up 🔥;Visual;Focus;shy
I actually crushed it this time!;Read/Write;Confidence;bored
I kinda zoned out mid-round 😶;Read/Write;Focus;pumped
Ugh, total brain fog on that hole...;Read/Write;Focus;pumped
Can I get a redo on that swing?;Visual;Confidence;pumped
Ugh, total brain fog on that hole...;Visual;Focus;bored
Not feelin' my routine today 😕;Kinesthetic;Control;shy
Does this count as visualization?;Kinesthetic;Control;confused
Can I get a redo on that swing?;Read/Write;Focus;confused
Not feelin' my routine today 😕;Kinesthetic;Focus;confused
Hey coach, was that reset okay?;Kinesthetic;Confidence;excited
Whoa, I just aced my focus drill!;Kinesthetic;Control;excited
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;excited
Ugh, total brain fog on that hole...;Visual;Control;confused
I actually crushed it this time!;Visual;Control;bored
Not feelin' my routine today 😕;Kinesthetic;Confidence;pumped
Not feelin' my routine today 😕;Read/Write;Confidence;bored
I actually crushed it this time!;Aural;Confidence;pumped
Ugh, total brain fog on that hole...;Aural;Control;confused
Wait, so was I supposed to breathe there?;Read/Write;Focus;confused
Hey coach, was that reset okay?;Kinesthetic;Focus;confused
Ugh, total brain fog on that hole...;Read/Write;Focus;bored
Wait, so was I supposed to breathe there?;Visual;Confidence;pumped
I actually crushed it this time!;Read/Write;Confidence;pumped
Ugh, total brain fog on that hole...;Visual;Confidence;confused
Hey coach, was that reset okay?;Visual;Confidence;bored
Hey coach, was that reset okay?;Read/Write;Control;excited
Can I get a redo on that swing?;Aural;Focus;confused
Not feelin' my routine today 😕;Kinesthetic;Control;bored
Wait, so was I supposed to breathe there?;Visual;Focus;confused
Not feelin' my routine today 😕;Visual;Control;bored
Whoa, I just aced my focus drill!;Visual;Control;confused
Whoa, I just aced my focus drill!;Aural;Control;pumped
Does this count as visualization?;Aural;Control;excited
Not feelin' my routine today 😕;Visual;Confidence;excited
Ugh, total brain fog on that hole...;Visual;Confidence;excited
Ugh, total brain fog on that hole...;Aural;Confidence;bored
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;shy
Hey coach, was that reset okay?;Visual;Confidence;pumped
Whoa, I just aced my focus drill!;Visual;Control;confused
I actually crushed it this time!;Kinesthetic;Focus;shy
Can I get a redo on that swing?;Read/Write;Confidence;bored
I actually crushed it this time!;Kinesthetic;Focus;confused
Wait, so was I supposed to breathe there?;Read/Write;Focus;shy
Ugh, total brain fog on that hole...;Visual;Control;excited
Hey coach, was that reset okay?;Aural;Focus;shy
Ugh, total brain fog on that hole...;Read/Write;Confidence;pumped
Hey coach, was that reset okay?;Kinesthetic;Focus;confused
I actually crushed it this time!;Visual;Control;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;bored
Whoa, I just aced my focus drill!;Kinesthetic;Control;shy
Ugh, total brain fog on that hole...;Visual;Control;shy
Not feelin' my routine today 😕;Visual;Confidence;bored
I kinda zoned out mid-round 😶;Read/Write;Control;pumped
Ugh, total brain fog on that hole...;Aural;Control;confused
Wait, so was I supposed to breathe there?;Read/Write;Focus;excited
Not feelin' my routine today 😕;Read/Write;Focus;confused
Not feelin' my routine today 😕;Visual;Control;bored
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;bored
I actually crushed it this time!;Read/Write;Confidence;bored
Ugh, total brain fog on that hole...;Visual;Confidence;bored
I kinda zoned out mid-round 😶;Aural;Focus;bored
Hey coach, was that reset okay?;Aural;Confidence;confused
Does this count as visualization?;Kinesthetic;Control;excited
I kinda zoned out mid-round 😶;Visual;Confidence;excited
I kinda zoned out mid-round 😶;Kinesthetic;Focus;pumped
Does this count as visualization?;Aural;Control;shy
Not feelin' my routine today 😕;Visual;Focus;bored
Can I get a redo on that swing?;Aural;Confidence;confused
Does this count as visualization?;Aural;Confidence;bored
Does this count as visualization?;Read/Write;Focus;shy
I actually crushed it this time!;Kinesthetic;Control;confused
Not feelin' my routine today 😕;Visual;Control;confused
Whoa, I just aced my focus drill!;Visual;Control;shy
Ugh, total brain fog on that hole...;Visual;Control;pumped
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;pumped
Not feelin' my routine today 😕;Aural;Control;shy
Ugh, total brain fog on that hole...;Visual;Control;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;confused
I actually crushed it this time!;Kinesthetic;Confidence;shy
Hey coach, was that reset okay?;Visual;Focus;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;bored
Wait, so was I supposed to breathe there?;Aural;Control;excited
I actually crushed it this time!;Kinesthetic;Focus;confused
Hey coach, was that reset okay?;Read/Write;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;confused
Can I get a redo on that swing?;Visual;Focus;bored
Can I get a redo on that swing?;Kinesthetic;Control;shy
Wait, so was I supposed to breathe there?;Aural;Confidence;confused
Pretty sure my confidence just leveled up 🔥;Visual;Focus;shy
Does this count as visualization?;Aural;Focus;shy
Not feelin' my routine today 😕;Kinesthetic;Control;confused
Not feelin' my routine today 😕;Read/Write;Focus;bored
Not feelin' my routine today 😕;Aural;Confidence;shy
Does this count as visualization?;Visual;Control;excited
Does this count as visualization?;Aural;Control;bored
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;confused
Wait, so was I supposed to breathe there?;Visual;Confidence;confused
I kinda zoned out mid-round 😶;Visual;Control;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;shy
I kinda zoned out mid-round 😶;Read/Write;Confidence;excited
Does this count as visualization?;Visual;Focus;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;pumped
Can I get a redo on that swing?;Aural;Focus;pumped
Whoa, I just aced my focus drill!;Visual;Confidence;bored
I kinda zoned out mid-round 😶;Kinesthetic;Control;confused
Pretty sure my confidence just leveled up 🔥;Read/Write;Focus;excited
Hey coach, was that reset okay?;Aural;Confidence;shy
Can I get a redo on that swing?;Visual;Confidence;shy
Can I get a redo on that swing?;Kinesthetic;Focus;excited
Does this count as visualization?;Kinesthetic;Focus;pumped
Not feelin' my routine today 😕;Visual;Control;excited
I actually crushed it this time!;Aural;Focus;confused
Whoa, I just aced my focus drill!;Kinesthetic;Control;confused
I kinda zoned out mid-round 😶;Visual;Confidence;excited
Whoa, I just aced my focus drill!;Visual;Focus;confused
Does this count as visualization?;Visual;Control;pumped
Does this count as visualization?;Aural;Control;confused
I actually crushed it this time!;Visual;Confidence;bored
Ugh, total brain fog on that hole...;Aural;Confidence;confused
Whoa, I just aced my focus drill!;Kinesthetic;Control;bored
I actually crushed it this time!;Aural;Confidence;excited
Not feelin' my routine today 😕;Visual;Confidence;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;pumped
Ugh, total brain fog on that hole...;Read/Write;Focus;excited
Does this count as visualization?;Visual;Focus;confused
Hey coach, was that reset okay?;Aural;Control;shy
Can I get a redo on that swing?;Visual;Confidence;bored
Hey coach, was that reset okay?;Visual;Confidence;pumped
Hey coach, was that reset okay?;Read/Write;Focus;shy
I actually crushed it this time!;Visual;Control;shy
Ugh, total brain fog on that hole...;Kinesthetic;Control;excited
Whoa, I just aced my focus drill!;Aural;Control;pumped
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;bored
Does this count as visualization?;Read/Write;Confidence;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Focus;bored
Wait, so was I supposed to breathe there?;Aural;Control;pumped
Wait, so was I supposed to breathe there?;Kinesthetic;Control;excited
I actually crushed it this time!;Aural;Control;confused
Does this count as visualization?;Read/Write;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Aural;Focus;shy
I actually crushed it this time!;Aural;Focus;shy
