Phrase,Intent,Tags,Notes
"Hit a driver from 45 feet, shot a push.",ShotLog.Technical,"Club:driver,Distance:45 feet,Condition:into the wind,Shape:push,Outcome:landed on the green,Hole:hole 15",Technical shot voice log for NLP training
"Putting for 230 yards, missed in the bunker.",ShotLog.Technical,"Club:4-iron,Distance:230 yards,Condition:uphill,Shape:straight,Outcome:in the bunker,Hole:hole 11",Technical shot voice log for NLP training
"Lob wedge shot from 190 yards, tight lie, landed on the fairway.",ShotLog.Technical,"Club:lob wedge,Distance:190 yards,Condition:tight lie,Shape:push,Outcome:on the fairway,Hole:hole 1",Technical shot voice log for NLP training
Hit a lob wedge from 220 yards off a downhill slope.,ShotLog.Technical,"Club:lob wedge,Distance:220 yards,Condition:off a downhill slope,Shape:None,Outcome:missed left,Hole:hole 2",Technical shot voice log for NLP training
"Hit a 2-iron from 170 yards tight lie, and it .",ShotLog.Technical,"Club:2-iron,Distance:170 yards,Condition:tight lie,Shape:pull,Outcome:None,Hole:hole 9",Technical shot voice log for NLP training
"Took a 7-iron from 50 yards tight lie, result was in the water.",ShotLog.Technical,"Club:7-iron,Distance:50 yards,Condition:tight lie,Shape:pull,Outcome:in the water,Hole:hole 11",Technical shot voice log for NLP training
"Used my 5-iron on hole 18, 35 feet, crosswind from the left.",ShotLog.Technical,"Club:5-iron,Distance:35 feet,Condition:crosswind from the left,Shape:fade,Outcome:missed short,Hole:hole 18",Technical shot voice log for NLP training
Hit a 5-wood from 60 yards.,ShotLog.Technical,"Club:5-wood,Distance:60 yards,Condition:from the bunker,Shape:fade,Outcome:missed left,Hole:hole 15",Technical shot voice log for NLP training
"Hit a 5-wood from 250 yards off a downhill slope, and it .",ShotLog.Technical,"Club:5-wood,Distance:250 yards,Condition:off a downhill slope,Shape:draw,Outcome:None,Hole:hole 3",Technical shot voice log for NLP training
Pushed a 2-iron into the rolled off the back.,ShotLog.Technical,"Club:2-iron,Distance:280 yards,Condition:from a bad lie,Shape:pull,Outcome:rolled off the back,Hole:hole 8",Technical shot voice log for NLP training
"Played a draw with my 3-wood from 210 yards, ended up .",ShotLog.Technical,"Club:3-wood,Distance:210 yards,Condition:with a tailwind,Shape:draw,Outcome:None,Hole:hole 12",Technical shot voice log for NLP training
"Hit a 5-iron from 130 yards, shot a slice.",ShotLog.Technical,"Club:5-iron,Distance:130 yards,Condition:off the tee,Shape:slice,Outcome:on the fairway,Hole:hole 3",Technical shot voice log for NLP training
"Took a 4-iron from 5 feet from the rough, result was missed short.",ShotLog.Technical,"Club:4-iron,Distance:5 feet,Condition:from the rough,Shape:draw,Outcome:missed short,Hole:hole 16",Technical shot voice log for NLP training
"Hit a sand wedge from 50 feet, shot a fade.",ShotLog.Technical,"Club:sand wedge,Distance:50 feet,Condition:with a tailwind,Shape:fade,Outcome:hit a tree,Hole:hole 2",Technical shot voice log for NLP training
"Used my putter on hole 10, 35 feet, off a downhill slope.",ShotLog.Technical,"Club:putter,Distance:35 feet,Condition:off a downhill slope,Shape:draw,Outcome:on the fairway,Hole:hole 10",Technical shot voice log for NLP training
"Used my 5-iron on hole 16, 200 yards, into the wind.",ShotLog.Technical,"Club:5-iron,Distance:200 yards,Condition:into the wind,Shape:push,Outcome:on the fairway,Hole:hole 16",Technical shot voice log for NLP training
"Pitching wedge shot from 30 feet, wet fairway, landed in the bunker.",ShotLog.Technical,"Club:pitching wedge,Distance:30 feet,Condition:wet fairway,Shape:pull,Outcome:in the bunker,Hole:hole 7",Technical shot voice log for NLP training
"Putting for 60 yards, missed in the rough.",ShotLog.Technical,"Club:2-iron,Distance:60 yards,Condition:into the wind,Shape:None,Outcome:in the rough,Hole:hole 7",Technical shot voice log for NLP training
"Hit a 6-iron from 35 feet, shot a pull.",ShotLog.Technical,"Club:6-iron,Distance:35 feet,Condition:off a downhill slope,Shape:pull,Outcome:in the rough,Hole:hole 8",Technical shot voice log for NLP training
Hit a hybrid from 150 yards from the rough.,ShotLog.Technical,"Club:hybrid,Distance:150 yards,Condition:from the rough,Shape:slice,Outcome:missed right,Hole:hole 3",Technical shot voice log for NLP training
"Took a 6-iron from 20 feet off a downhill slope, result was missed long.",ShotLog.Technical,"Club:6-iron,Distance:20 feet,Condition:off a downhill slope,Shape:draw,Outcome:missed long,Hole:hole 10",Technical shot voice log for NLP training
Hit a hybrid from 200 yards from the bunker.,ShotLog.Technical,"Club:hybrid,Distance:200 yards,Condition:from the bunker,Shape:push,Outcome:landed on the green,Hole:hole 12",Technical shot voice log for NLP training
Hit a lob wedge from 25 feet.,ShotLog.Technical,"Club:lob wedge,Distance:25 feet,Condition:off a downhill slope,Shape:straight,Outcome:missed short,Hole:hole 2",Technical shot voice log for NLP training
"Played a fade with my 5-wood from 240 yards, ended up missed short.",ShotLog.Technical,"Club:5-wood,Distance:240 yards,Condition:uphill,Shape:fade,Outcome:missed short,Hole:hole 2",Technical shot voice log for NLP training
Hit a 8-iron from 20 feet from a bad lie.,ShotLog.Technical,"Club:8-iron,Distance:20 feet,Condition:from a bad lie,Shape:push,Outcome:missed right,Hole:hole 2",Technical shot voice log for NLP training
"9-iron shot from 50 feet, with a tailwind, landed in the bunker.",ShotLog.Technical,"Club:9-iron,Distance:50 feet,Condition:with a tailwind,Shape:draw,Outcome:in the bunker,Hole:hole 3",Technical shot voice log for NLP training
"4-iron shot from 20 feet, with a headwind, landed .",ShotLog.Technical,"Club:4-iron,Distance:20 feet,Condition:with a headwind,Shape:push,Outcome:None,Hole:hole 11",Technical shot voice log for NLP training
"Hit a hybrid from 90 feet from the rough, and it in the rough.",ShotLog.Technical,"Club:hybrid,Distance:90 feet,Condition:from the rough,Shape:fade,Outcome:in the rough,Hole:hole 6",Technical shot voice log for NLP training
"Used my 3-wood on hole 14, 35 feet, off the tee.",ShotLog.Technical,"Club:3-wood,Distance:35 feet,Condition:off the tee,Shape:slice,Outcome:stayed on the fringe,Hole:hole 14",Technical shot voice log for NLP training
"Putting for 5 feet, missed in the bunker.",ShotLog.Technical,"Club:driver,Distance:5 feet,Condition:with a tailwind,Shape:draw,Outcome:in the bunker,Hole:hole 18",Technical shot voice log for NLP training
"Took a 5-iron from 90 feet from the bunker, result was landed on the green.",ShotLog.Technical,"Club:5-iron,Distance:90 feet,Condition:from the bunker,Shape:fade,Outcome:landed on the green,Hole:hole 3",Technical shot voice log for NLP training
"5-iron shot from 240 yards, from a bad lie, landed missed left.",ShotLog.Technical,"Club:5-iron,Distance:240 yards,Condition:from a bad lie,Shape:slice,Outcome:missed left,Hole:hole 6",Technical shot voice log for NLP training
"Hit a 3-iron from 70 feet off a downhill slope, and it .",ShotLog.Technical,"Club:3-iron,Distance:70 feet,Condition:off a downhill slope,Shape:hook,Outcome:None,Hole:hole 1",Technical shot voice log for NLP training
"Took a driver from 75 feet from the rough, result was in the rough.",ShotLog.Technical,"Club:driver,Distance:75 feet,Condition:from the rough,Shape:pull,Outcome:in the rough,Hole:hole 17",Technical shot voice log for NLP training
Hit a hybrid from 45 feet tight lie.,ShotLog.Technical,"Club:hybrid,Distance:45 feet,Condition:tight lie,Shape:fade,Outcome:in the water,Hole:hole 1",Technical shot voice log for NLP training
"Played a straight with my 8-iron from 120 yards, ended up rolled off the back.",ShotLog.Technical,"Club:8-iron,Distance:120 yards,Condition:tight lie,Shape:straight,Outcome:rolled off the back,Hole:hole 12",Technical shot voice log for NLP training
"5-iron shot from 90 yards, off a downhill slope, landed in the rough.",ShotLog.Technical,"Club:5-iron,Distance:90 yards,Condition:off a downhill slope,Shape:pull,Outcome:in the rough,Hole:hole 9",Technical shot voice log for NLP training
Hit a 7-iron from 260 yards off a downhill slope.,ShotLog.Technical,"Club:7-iron,Distance:260 yards,Condition:off a downhill slope,Shape:hook,Outcome:missed right,Hole:hole 14",Technical shot voice log for NLP training
Hit a hybrid from 70 feet.,ShotLog.Technical,"Club:hybrid,Distance:70 feet,Condition:with a tailwind,Shape:hook,Outcome:rolled off the back,Hole:hole 2",Technical shot voice log for NLP training
"3-iron shot from 35 feet, from a bad lie, landed missed long.",ShotLog.Technical,"Club:3-iron,Distance:35 feet,Condition:from a bad lie,Shape:hook,Outcome:missed long,Hole:hole 14",Technical shot voice log for NLP training
"Used my 6-iron on hole 14, 70 feet, into the wind.",ShotLog.Technical,"Club:6-iron,Distance:70 feet,Condition:into the wind,Shape:push,Outcome:on the fairway,Hole:hole 14",Technical shot voice log for NLP training
"Hit a 4-iron from 40 feet from the rough, and it missed right.",ShotLog.Technical,"Club:4-iron,Distance:40 feet,Condition:from the rough,Shape:push,Outcome:missed right,Hole:hole 14",Technical shot voice log for NLP training
Hit a 7-iron from 260 yards from the rough.,ShotLog.Technical,"Club:7-iron,Distance:260 yards,Condition:from the rough,Shape:straight,Outcome:in the bunker,Hole:hole 5",Technical shot voice log for NLP training
"Used my 5-iron on hole 14, 90 yards, into the wind.",ShotLog.Technical,"Club:5-iron,Distance:90 yards,Condition:into the wind,Shape:None,Outcome:missed left,Hole:hole 14",Technical shot voice log for NLP training
"Used my sand wedge on hole 2, 250 yards, with a tailwind.",ShotLog.Technical,"Club:sand wedge,Distance:250 yards,Condition:with a tailwind,Shape:slice,Outcome:rolled off the back,Hole:hole 2",Technical shot voice log for NLP training
Pushed a 5-wood into the landed on the green.,ShotLog.Technical,"Club:5-wood,Distance:220 yards,Condition:wet fairway,Shape:pull,Outcome:landed on the green,Hole:hole 2",Technical shot voice log for NLP training
Hit a sand wedge from 90 feet from a bad lie.,ShotLog.Technical,"Club:sand wedge,Distance:90 feet,Condition:from a bad lie,Shape:slice,Outcome:rolled off the back,Hole:hole 11",Technical shot voice log for NLP training
Hit a 9-iron from 250 yards.,ShotLog.Technical,"Club:9-iron,Distance:250 yards,Condition:with a headwind,Shape:draw,Outcome:stayed on the fringe,Hole:hole 16",Technical shot voice log for NLP training
Hit a 7-iron from 130 yards downhill.,ShotLog.Technical,"Club:7-iron,Distance:130 yards,Condition:downhill,Shape:push,Outcome:missed long,Hole:hole 17",Technical shot voice log for NLP training
"Used my 2-iron on hole 7, 45 feet, with a tailwind.",ShotLog.Technical,"Club:2-iron,Distance:45 feet,Condition:with a tailwind,Shape:push,Outcome:hit a tree,Hole:hole 7",Technical shot voice log for NLP training
"Hit a 2-iron from 40 feet, shot a .",ShotLog.Technical,"Club:2-iron,Distance:40 feet,Condition:from a bad lie,Shape:None,Outcome:in the bunker,Hole:hole 13",Technical shot voice log for NLP training
"Putting for 250 yards, missed in the water.",ShotLog.Technical,"Club:5-iron,Distance:250 yards,Condition:from the rough,Shape:pull,Outcome:in the water,Hole:hole 3",Technical shot voice log for NLP training
Pushed a 8-iron into the in the bunker.,ShotLog.Technical,"Club:8-iron,Distance:20 feet,Condition:from the bunker,Shape:draw,Outcome:in the bunker,Hole:hole 8",Technical shot voice log for NLP training
"Took a 7-iron from 180 yards crosswind from the left, result was rolled off the back.",ShotLog.Technical,"Club:7-iron,Distance:180 yards,Condition:crosswind from the left,Shape:draw,Outcome:rolled off the back,Hole:hole 6",Technical shot voice log for NLP training
Pushed a 9-iron into the in the bunker.,ShotLog.Technical,"Club:9-iron,Distance:250 yards,Condition:dry fairway,Shape:straight,Outcome:in the bunker,Hole:hole 7",Technical shot voice log for NLP training
Hit a putter from 180 yards.,ShotLog.Technical,"Club:putter,Distance:180 yards,Condition:with a headwind,Shape:straight,Outcome:in the bunker,Hole:hole 2",Technical shot voice log for NLP training
"Played a draw with my 6-iron from 100 yards, ended up in the bunker.",ShotLog.Technical,"Club:6-iron,Distance:100 yards,Condition:uphill,Shape:draw,Outcome:in the bunker,Hole:hole 9",Technical shot voice log for NLP training
Pushed a driver into the missed short.,ShotLog.Technical,"Club:driver,Distance:10 feet,Condition:dry fairway,Shape:None,Outcome:missed short,Hole:hole 18",Technical shot voice log for NLP training
"Lob wedge shot from 300 yards, off the tee, landed landed on the green.",ShotLog.Technical,"Club:lob wedge,Distance:300 yards,Condition:off the tee,Shape:straight,Outcome:landed on the green,Hole:hole 13",Technical shot voice log for NLP training
"Played a straight with my 8-iron from 300 yards, ended up stayed on the fringe.",ShotLog.Technical,"Club:8-iron,Distance:300 yards,Condition:from the bunker,Shape:straight,Outcome:stayed on the fringe,Hole:hole 16",Technical shot voice log for NLP training
"9-iron shot from 120 yards, , landed in the water.",ShotLog.Technical,"Club:9-iron,Distance:120 yards,Condition:None,Shape:slice,Outcome:in the water,Hole:hole 2",Technical shot voice log for NLP training
"Took a driver from 130 yards from the rough, result was landed on the green.",ShotLog.Technical,"Club:driver,Distance:130 yards,Condition:from the rough,Shape:pull,Outcome:landed on the green,Hole:hole 2",Technical shot voice log for NLP training
"Putting for 80 yards, missed in the water.",ShotLog.Technical,"Club:4-iron,Distance:80 yards,Condition:downhill,Shape:slice,Outcome:in the water,Hole:hole 10",Technical shot voice log for NLP training
"Played a push with my sand wedge from 20 feet, ended up rolled off the back.",ShotLog.Technical,"Club:sand wedge,Distance:20 feet,Condition:off the tee,Shape:push,Outcome:rolled off the back,Hole:hole 18",Technical shot voice log for NLP training
"Used my putter on hole 10, 40 feet, with a headwind.",ShotLog.Technical,"Club:putter,Distance:40 feet,Condition:with a headwind,Shape:slice,Outcome:in the water,Hole:hole 10",Technical shot voice log for NLP training
Hit a 7-iron from 65 feet.,ShotLog.Technical,"Club:7-iron,Distance:65 feet,Condition:wet fairway,Shape:slice,Outcome:None,Hole:hole 16",Technical shot voice log for NLP training
"Used my hybrid on hole 16, 90 yards, with a tailwind.",ShotLog.Technical,"Club:hybrid,Distance:90 yards,Condition:with a tailwind,Shape:slice,Outcome:in the bunker,Hole:hole 16",Technical shot voice log for NLP training
"Used my 7-iron on hole 15, 80 feet, wet fairway.",ShotLog.Technical,"Club:7-iron,Distance:80 feet,Condition:wet fairway,Shape:hook,Outcome:hit a tree,Hole:hole 15",Technical shot voice log for NLP training
"Hit a sand wedge from 20 feet, shot a slice.",ShotLog.Technical,"Club:sand wedge,Distance:20 feet,Condition:with a tailwind,Shape:slice,Outcome:missed short,Hole:hole 11",Technical shot voice log for NLP training
"Hit a 9-iron from 90 yards, shot a hook.",ShotLog.Technical,"Club:9-iron,Distance:90 yards,Condition:into the wind,Shape:hook,Outcome:None,Hole:hole 5",Technical shot voice log for NLP training
"Hit a 9-iron from 270 yards off a downhill slope, and it missed right.",ShotLog.Technical,"Club:9-iron,Distance:270 yards,Condition:off a downhill slope,Shape:slice,Outcome:missed right,Hole:hole 10",Technical shot voice log for NLP training
Hit a driver from 140 yards.,ShotLog.Technical,"Club:driver,Distance:140 yards,Condition:off the tee,Shape:None,Outcome:missed right,Hole:hole 10",Technical shot voice log for NLP training
"Used my lob wedge on hole 9, 200 yards, with a headwind.",ShotLog.Technical,"Club:lob wedge,Distance:200 yards,Condition:with a headwind,Shape:pull,Outcome:hit a tree,Hole:hole 9",Technical shot voice log for NLP training
Pushed a 5-iron into the on the fairway.,ShotLog.Technical,"Club:5-iron,Distance:170 yards,Condition:from the rough,Shape:straight,Outcome:on the fairway,Hole:hole 13",Technical shot voice log for NLP training
"Putter shot from 290 yards, into the wind, landed missed left.",ShotLog.Technical,"Club:putter,Distance:290 yards,Condition:into the wind,Shape:None,Outcome:missed left,Hole:hole 9",Technical shot voice log for NLP training
"Used my 5-iron on hole 14, 290 yards, from the rough.",ShotLog.Technical,"Club:5-iron,Distance:290 yards,Condition:from the rough,Shape:None,Outcome:missed short,Hole:hole 14",Technical shot voice log for NLP training
"Took a driver from 85 feet into the wind, result was in the water.",ShotLog.Technical,"Club:driver,Distance:85 feet,Condition:into the wind,Shape:pull,Outcome:in the water,Hole:hole 9",Technical shot voice log for NLP training
"Hit a lob wedge from 75 feet, shot a pull.",ShotLog.Technical,"Club:lob wedge,Distance:75 feet,Condition:dry fairway,Shape:pull,Outcome:in the rough,Hole:hole 3",Technical shot voice log for NLP training
"Hit a 6-iron from 40 feet, shot a .",ShotLog.Technical,"Club:6-iron,Distance:40 feet,Condition:uphill,Shape:None,Outcome:hit a tree,Hole:hole 15",Technical shot voice log for NLP training
"Hybrid shot from 95 feet, dry fairway, landed rolled off the back.",ShotLog.Technical,"Club:hybrid,Distance:95 feet,Condition:dry fairway,Shape:push,Outcome:rolled off the back,Hole:hole 5",Technical shot voice log for NLP training
"Putting for 25 feet, missed on the fairway.",ShotLog.Technical,"Club:pitching wedge,Distance:25 feet,Condition:off the tee,Shape:fade,Outcome:on the fairway,Hole:hole 7",Technical shot voice log for NLP training
"Sand wedge shot from 140 yards, uphill, landed landed on the green.",ShotLog.Technical,"Club:sand wedge,Distance:140 yards,Condition:uphill,Shape:push,Outcome:landed on the green,Hole:hole 7",Technical shot voice log for NLP training
Hit a 5-wood from 130 yards wet fairway.,ShotLog.Technical,"Club:5-wood,Distance:130 yards,Condition:wet fairway,Shape:straight,Outcome:missed left,Hole:hole 8",Technical shot voice log for NLP training
"Played a pull with my 6-iron from 90 yards, ended up stayed on the fringe.",ShotLog.Technical,"Club:6-iron,Distance:90 yards,Condition:dry fairway,Shape:pull,Outcome:stayed on the fringe,Hole:hole 8",Technical shot voice log for NLP training
Pushed a 5-wood into the stayed on the fringe.,ShotLog.Technical,"Club:5-wood,Distance:90 feet,Condition:off the tee,Shape:fade,Outcome:stayed on the fringe,Hole:hole 7",Technical shot voice log for NLP training
"5-wood shot from 80 feet, crosswind from the left, landed missed right.",ShotLog.Technical,"Club:5-wood,Distance:80 feet,Condition:crosswind from the left,Shape:push,Outcome:missed right,Hole:hole 2",Technical shot voice log for NLP training
"Hit a 5-iron from 80 feet, shot a straight.",ShotLog.Technical,"Club:5-iron,Distance:80 feet,Condition:off the tee,Shape:straight,Outcome:None,Hole:hole 14",Technical shot voice log for NLP training
Hit a 3-wood from 300 yards.,ShotLog.Technical,"Club:3-wood,Distance:300 yards,Condition:into the wind,Shape:hook,Outcome:hit a tree,Hole:hole 2",Technical shot voice log for NLP training
"Took a 8-iron from 130 yards uphill, result was missed long.",ShotLog.Technical,"Club:8-iron,Distance:130 yards,Condition:uphill,Shape:pull,Outcome:missed long,Hole:hole 7",Technical shot voice log for NLP training
"Used my 5-wood on hole 4, 290 yards, downhill.",ShotLog.Technical,"Club:5-wood,Distance:290 yards,Condition:downhill,Shape:hook,Outcome:on the fairway,Hole:hole 4",Technical shot voice log for NLP training
Hit a 7-iron from 50 yards.,ShotLog.Technical,"Club:7-iron,Distance:50 yards,Condition:dry fairway,Shape:hook,Outcome:in the rough,Hole:hole 2",Technical shot voice log for NLP training
"Played a slice with my 2-iron from 100 yards, ended up landed on the green.",ShotLog.Technical,"Club:2-iron,Distance:100 yards,Condition:from the rough,Shape:slice,Outcome:landed on the green,Hole:hole 6",Technical shot voice log for NLP training
"Used my 3-iron on hole 1, 210 yards, from the bunker.",ShotLog.Technical,"Club:3-iron,Distance:210 yards,Condition:from the bunker,Shape:None,Outcome:missed left,Hole:hole 1",Technical shot voice log for NLP training
Pushed a sand wedge into the in the bunker.,ShotLog.Technical,"Club:sand wedge,Distance:160 yards,Condition:uphill,Shape:None,Outcome:in the bunker,Hole:hole 8",Technical shot voice log for NLP training
"Putting for 120 yards, missed stayed on the fringe.",ShotLog.Technical,"Club:5-wood,Distance:120 yards,Condition:wet fairway,Shape:draw,Outcome:stayed on the fringe,Hole:hole 15",Technical shot voice log for NLP training
"Used my hybrid on hole 14, 170 yards, dry fairway.",ShotLog.Technical,"Club:hybrid,Distance:170 yards,Condition:dry fairway,Shape:pull,Outcome:landed on the green,Hole:hole 14",Technical shot voice log for NLP training
"Took a 6-iron from 170 yards from the bunker, result was hit a tree.",ShotLog.Technical,"Club:6-iron,Distance:170 yards,Condition:from the bunker,Shape:hook,Outcome:hit a tree,Hole:hole 11",Technical shot voice log for NLP training
"Played a pull with my 7-iron from 250 yards, ended up .",ShotLog.Technical,"Club:7-iron,Distance:250 yards,Condition:None,Shape:pull,Outcome:None,Hole:hole 10",Technical shot voice log for NLP training
Hit a 4-iron from 240 yards.,ShotLog.Technical,"Club:4-iron,Distance:240 yards,Condition:tight lie,Shape:hook,Outcome:in the rough,Hole:hole 16",Technical shot voice log for NLP training
Hit a 2-iron from 140 yards.,ShotLog.Technical,"Club:2-iron,Distance:140 yards,Condition:with a headwind,Shape:straight,Outcome:hit a tree,Hole:hole 15",Technical shot voice log for NLP training
"Played a pull with my putter from 150 yards, ended up stayed on the fringe.",ShotLog.Technical,"Club:putter,Distance:150 yards,Condition:downhill,Shape:pull,Outcome:stayed on the fringe,Hole:hole 1",Technical shot voice log for NLP training
"9-iron shot from 60 feet, off a downhill slope, landed missed right.",ShotLog.Technical,"Club:9-iron,Distance:60 feet,Condition:off a downhill slope,Shape:straight,Outcome:missed right,Hole:hole 3",Technical shot voice log for NLP training
Hit a 7-iron from 150 yards with a headwind.,ShotLog.Technical,"Club:7-iron,Distance:150 yards,Condition:with a headwind,Shape:hook,Outcome:missed right,Hole:hole 5",Technical shot voice log for NLP training
"Took a 6-iron from 95 feet with a tailwind, result was landed on the green.",ShotLog.Technical,"Club:6-iron,Distance:95 feet,Condition:with a tailwind,Shape:hook,Outcome:landed on the green,Hole:hole 18",Technical shot voice log for NLP training
"Hit a 6-iron from 85 feet from the bunker, and it landed on the green.",ShotLog.Technical,"Club:6-iron,Distance:85 feet,Condition:from the bunker,Shape:pull,Outcome:landed on the green,Hole:hole 9",Technical shot voice log for NLP training
Pushed a putter into the hit a tree.,ShotLog.Technical,"Club:putter,Distance:90 yards,Condition:with a headwind,Shape:pull,Outcome:hit a tree,Hole:hole 1",Technical shot voice log for NLP training
"Took a 7-iron from 90 feet with a tailwind, result was missed left.",ShotLog.Technical,"Club:7-iron,Distance:90 feet,Condition:with a tailwind,Shape:pull,Outcome:missed left,Hole:hole 8",Technical shot voice log for NLP training
Pushed a 8-iron into the on the fairway.,ShotLog.Technical,"Club:8-iron,Distance:230 yards,Condition:uphill,Shape:hook,Outcome:on the fairway,Hole:hole 16",Technical shot voice log for NLP training
"Used my 3-iron on hole 5, 220 yards, crosswind from the left.",ShotLog.Technical,"Club:3-iron,Distance:220 yards,Condition:crosswind from the left,Shape:slice,Outcome:on the fairway,Hole:hole 5",Technical shot voice log for NLP training
"Took a 4-iron from 85 feet uphill, result was in the bunker.",ShotLog.Technical,"Club:4-iron,Distance:85 feet,Condition:uphill,Shape:pull,Outcome:in the bunker,Hole:hole 10",Technical shot voice log for NLP training
Hit a 3-iron from 100 feet.,ShotLog.Technical,"Club:3-iron,Distance:100 feet,Condition:off a downhill slope,Shape:pull,Outcome:rolled off the back,Hole:hole 10",Technical shot voice log for NLP training
Pushed a 3-iron into the on the fairway.,ShotLog.Technical,"Club:3-iron,Distance:300 yards,Condition:from the rough,Shape:hook,Outcome:on the fairway,Hole:hole 5",Technical shot voice log for NLP training
"Took a 5-iron from 140 yards into the wind, result was hit a tree.",ShotLog.Technical,"Club:5-iron,Distance:140 yards,Condition:into the wind,Shape:None,Outcome:hit a tree,Hole:hole 16",Technical shot voice log for NLP training
"Sand wedge shot from 160 yards, tight lie, landed landed on the green.",ShotLog.Technical,"Club:sand wedge,Distance:160 yards,Condition:tight lie,Shape:None,Outcome:landed on the green,Hole:hole 11",Technical shot voice log for NLP training
"Played a slice with my 4-iron from 80 feet, ended up rolled off the back.",ShotLog.Technical,"Club:4-iron,Distance:80 feet,Condition:with a tailwind,Shape:slice,Outcome:rolled off the back,Hole:hole 12",Technical shot voice log for NLP training
"3-wood shot from 130 yards, from the bunker, landed in the rough.",ShotLog.Technical,"Club:3-wood,Distance:130 yards,Condition:from the bunker,Shape:None,Outcome:in the rough,Hole:hole 11",Technical shot voice log for NLP training
Pushed a hybrid into the in the bunker.,ShotLog.Technical,"Club:hybrid,Distance:140 yards,Condition:into the wind,Shape:fade,Outcome:in the bunker,Hole:hole 7",Technical shot voice log for NLP training
"Played a with my putter from 290 yards, ended up .",ShotLog.Technical,"Club:putter,Distance:290 yards,Condition:with a headwind,Shape:None,Outcome:None,Hole:hole 4",Technical shot voice log for NLP training
"Hit a 9-iron from 70 feet, shot a .",ShotLog.Technical,"Club:9-iron,Distance:70 feet,Condition:from the rough,Shape:None,Outcome:missed left,Hole:hole 9",Technical shot voice log for NLP training
"Hit a pitching wedge from 290 yards downhill, and it rolled off the back.",ShotLog.Technical,"Club:pitching wedge,Distance:290 yards,Condition:downhill,Shape:None,Outcome:rolled off the back,Hole:hole 10",Technical shot voice log for NLP training
Pushed a 5-wood into the in the water.,ShotLog.Technical,"Club:5-wood,Distance:45 feet,Condition:off a downhill slope,Shape:draw,Outcome:in the water,Hole:hole 10",Technical shot voice log for NLP training
"9-iron shot from 65 feet, uphill, landed rolled off the back.",ShotLog.Technical,"Club:9-iron,Distance:65 feet,Condition:uphill,Shape:None,Outcome:rolled off the back,Hole:hole 17",Technical shot voice log for NLP training
Hit a driver from 300 yards from a bad lie.,ShotLog.Technical,"Club:driver,Distance:300 yards,Condition:from a bad lie,Shape:push,Outcome:landed on the green,Hole:hole 12",Technical shot voice log for NLP training
"Hit a 3-iron from 190 yards from a bad lie, and it landed on the green.",ShotLog.Technical,"Club:3-iron,Distance:190 yards,Condition:from a bad lie,Shape:draw,Outcome:landed on the green,Hole:hole 9",Technical shot voice log for NLP training
"Played a fade with my pitching wedge from 140 yards, ended up rolled off the back.",ShotLog.Technical,"Club:pitching wedge,Distance:140 yards,Condition:tight lie,Shape:fade,Outcome:rolled off the back,Hole:hole 11",Technical shot voice log for NLP training
Hit a 3-wood from 70 feet.,ShotLog.Technical,"Club:3-wood,Distance:70 feet,Condition:wet fairway,Shape:fade,Outcome:hit a tree,Hole:hole 9",Technical shot voice log for NLP training
Hit a 3-iron from 70 yards.,ShotLog.Technical,"Club:3-iron,Distance:70 yards,Condition:from a bad lie,Shape:fade,Outcome:in the bunker,Hole:hole 7",Technical shot voice log for NLP training
Hit a lob wedge from 250 yards with a headwind.,ShotLog.Technical,"Club:lob wedge,Distance:250 yards,Condition:with a headwind,Shape:hook,Outcome:landed on the green,Hole:hole 11",Technical shot voice log for NLP training
"Played a fade with my lob wedge from 90 feet, ended up rolled off the back.",ShotLog.Technical,"Club:lob wedge,Distance:90 feet,Condition:into the wind,Shape:fade,Outcome:rolled off the back,Hole:hole 5",Technical shot voice log for NLP training
"Putting for 15 feet, missed missed left.",ShotLog.Technical,"Club:9-iron,Distance:15 feet,Condition:wet fairway,Shape:hook,Outcome:missed left,Hole:hole 13",Technical shot voice log for NLP training
"5-iron shot from 220 yards, , landed missed left.",ShotLog.Technical,"Club:5-iron,Distance:220 yards,Condition:None,Shape:draw,Outcome:missed left,Hole:hole 2",Technical shot voice log for NLP training
"Hit a putter from 85 feet from the bunker, and it landed on the green.",ShotLog.Technical,"Club:putter,Distance:85 feet,Condition:from the bunker,Shape:draw,Outcome:landed on the green,Hole:hole 14",Technical shot voice log for NLP training
"Used my 8-iron on hole 16, 25 feet, uphill.",ShotLog.Technical,"Club:8-iron,Distance:25 feet,Condition:uphill,Shape:draw,Outcome:in the bunker,Hole:hole 16",Technical shot voice log for NLP training
Hit a 2-iron from 130 yards wet fairway.,ShotLog.Technical,"Club:2-iron,Distance:130 yards,Condition:wet fairway,Shape:None,Outcome:None,Hole:hole 14",Technical shot voice log for NLP training
"Hit a lob wedge from 220 yards crosswind from the left, and it in the water.",ShotLog.Technical,"Club:lob wedge,Distance:220 yards,Condition:crosswind from the left,Shape:fade,Outcome:in the water,Hole:hole 12",Technical shot voice log for NLP training
"4-iron shot from 100 feet, crosswind from the left, landed landed on the green.",ShotLog.Technical,"Club:4-iron,Distance:100 feet,Condition:crosswind from the left,Shape:straight,Outcome:landed on the green,Hole:hole 12",Technical shot voice log for NLP training
