content_id,template_id,template_name,pillar,vark_mode,level,length,scenario_tags,pressure_level,lie_type,wind_condition,region_variant,script_text,cta_question,follow_up_prompt,confidence_rating_hint,do_not_say_flags
MC_00296,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Visual,Compete,standard,protecting_lead;great_start_discipline,low,rough,strong,US,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Narrow focus. Execute under pressure.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.","Are you rushing, or staying steady?",Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00297,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Visual,Compete,deep,great_start_discipline;protecting_lead,high,rough,strong,AU,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Narrow focus. Execute under pressure.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What routine step keeps you disciplined?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00298,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Visual,Maintain,micro,protecting_lead;great_start_discipline,medium,fairway_bunker,light,AU,"Stay disciplined. Same routine.
Stay consistent. Trust what works.
Picture one clear target line. See the ball start on it.","Are you rushing, or staying steady?",Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00299,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Visual,Maintain,standard,protecting_lead;after_birdie_rush,low,greenside_bunker,strong,UK,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Stay consistent. Trust what works.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.","Are you rushing, or staying steady?",Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00300,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Visual,Maintain,deep,protecting_lead;after_birdie_rush,low,perfect,strong,AU,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Stay consistent. Trust what works.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What routine step keeps you disciplined?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00301,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Foundation,micro,after_birdie_rush;momentum_swing_back_nine,high,rough,calm,AU,"Stay disciplined. Same routine.
Keep it simple and repeatable.
Say one phrase to yourself: “Smooth and committed.”","Are you rushing, or staying steady?",Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00302,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Foundation,standard,after_birdie_rush;momentum_swing_back_nine,high,tight,light,UK,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Keep it simple and repeatable.
Use a quiet cue phrase. One sentence, same tone every time.",What routine step keeps you disciplined?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00303,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Foundation,deep,after_birdie_rush;protecting_lead,low,tight,strong,US,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Keep it simple and repeatable.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.","Are you rushing, or staying steady?",Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00304,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Build,micro,protecting_lead;protecting_score,low,fairway_bunker,moderate,AU,"Stay disciplined. Same routine.
Add one detail: pace and commitment.
Say one phrase to yourself: “Smooth and committed.”","Are you rushing, or staying steady?",Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00305,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Build,standard,great_start_discipline;momentum_swing_back_nine,high,perfect,light,EU,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Add one detail: pace and commitment.
Use a quiet cue phrase. One sentence, same tone every time.",What routine step keeps you disciplined?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00306,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Build,deep,after_birdie_rush;great_start_discipline,medium,rough,light,AU,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Add one detail: pace and commitment.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What routine step keeps you disciplined?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00307,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Compete,micro,protecting_score;great_start_discipline,medium,rough,light,EU,"Stay disciplined. Same routine.
Narrow focus. Execute under pressure.
Say one phrase to yourself: “Smooth and committed.”","Are you rushing, or staying steady?",Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00308,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Compete,standard,protecting_lead;after_birdie_rush,low,rough,strong,UK,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Narrow focus. Execute under pressure.
Use a quiet cue phrase. One sentence, same tone every time.","Are you rushing, or staying steady?",Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00309,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Compete,deep,momentum_swing_back_nine;protecting_score,low,greenside_bunker,light,US,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Narrow focus. Execute under pressure.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What routine step keeps you disciplined?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00310,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Maintain,micro,after_birdie_rush;great_start_discipline,low,fairway_bunker,strong,US,"Stay disciplined. Same routine.
Stay consistent. Trust what works.
Say one phrase to yourself: “Smooth and committed.”",What routine step keeps you disciplined?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00311,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Maintain,standard,momentum_swing_back_nine;protecting_lead,medium,rough,light,UK,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Stay consistent. Trust what works.
Use a quiet cue phrase. One sentence, same tone every time.","Are you rushing, or staying steady?",Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00312,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Aural,Maintain,deep,great_start_discipline;protecting_score,high,fairway_bunker,strong,UK,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Stay consistent. Trust what works.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.","Are you rushing, or staying steady?",Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00313,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Foundation,micro,great_start_discipline;protecting_lead,low,fairway_bunker,moderate,AU,"Stay disciplined. Same routine.
Keep it simple and repeatable.
Name the task in words: “Pick. Commit. Swing.”","Are you rushing, or staying steady?",Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00314,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Foundation,standard,great_start_discipline;after_birdie_rush,low,perfect,strong,US,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Keep it simple and repeatable.
Use a short written-style checklist in your head: target, plan, commit.","Are you rushing, or staying steady?",Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00315,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Foundation,deep,great_start_discipline;protecting_lead,medium,perfect,strong,EU,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Keep it simple and repeatable.
Run a 4-line script: target, plan, breath, commit. Then go.","Are you rushing, or staying steady?",Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00316,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Build,micro,after_birdie_rush;protecting_lead,medium,tight,strong,EU,"Stay disciplined. Same routine.
Add one detail: pace and commitment.
Name the task in words: “Pick. Commit. Swing.”","Are you rushing, or staying steady?",Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00317,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Build,standard,protecting_lead;great_start_discipline,low,greenside_bunker,light,EU,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Add one detail: pace and commitment.
Use a short written-style checklist in your head: target, plan, commit.",What routine step keeps you disciplined?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00318,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Build,deep,great_start_discipline;protecting_score,high,perfect,strong,US,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Add one detail: pace and commitment.
Run a 4-line script: target, plan, breath, commit. Then go.","Are you rushing, or staying steady?",Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00319,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Compete,micro,protecting_score;great_start_discipline,medium,tight,light,EU,"Stay disciplined. Same routine.
Narrow focus. Execute under pressure.
Name the task in words: “Pick. Commit. Swing.”",What routine step keeps you disciplined?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00320,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Compete,standard,momentum_swing_back_nine;protecting_score,medium,tight,strong,US,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Narrow focus. Execute under pressure.
Use a short written-style checklist in your head: target, plan, commit.","Are you rushing, or staying steady?",Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00321,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Compete,deep,after_birdie_rush;momentum_swing_back_nine,high,tight,strong,US,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Narrow focus. Execute under pressure.
Run a 4-line script: target, plan, breath, commit. Then go.",What routine step keeps you disciplined?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00322,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Maintain,micro,momentum_swing_back_nine;after_birdie_rush,medium,tight,calm,AU,"Stay disciplined. Same routine.
Stay consistent. Trust what works.
Name the task in words: “Pick. Commit. Swing.”",What routine step keeps you disciplined?,Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00323,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Maintain,standard,after_birdie_rush;momentum_swing_back_nine,high,fairway_bunker,calm,EU,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Stay consistent. Trust what works.
Use a short written-style checklist in your head: target, plan, commit.","Are you rushing, or staying steady?",Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00324,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,ReadWrite,Maintain,deep,great_start_discipline;protecting_score,high,perfect,moderate,AU,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Stay consistent. Trust what works.
Run a 4-line script: target, plan, breath, commit. Then go.","Are you rushing, or staying steady?",Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00325,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Foundation,micro,protecting_score;momentum_swing_back_nine,high,fairway_bunker,moderate,EU,"Stay disciplined. Same routine.
Keep it simple and repeatable.
Feel your feet. One slow exhale. Loose grip pressure.","Are you rushing, or staying steady?",Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00326,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Foundation,standard,after_birdie_rush;protecting_score,medium,greenside_bunker,moderate,AU,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Keep it simple and repeatable.
Feel posture, balance, and tempo. Let the body lead, not the noise.",What routine step keeps you disciplined?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00327,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Foundation,deep,protecting_lead;great_start_discipline,medium,perfect,calm,US,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Keep it simple and repeatable.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What routine step keeps you disciplined?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00328,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Build,micro,protecting_score;momentum_swing_back_nine,high,perfect,light,UK,"Stay disciplined. Same routine.
Add one detail: pace and commitment.
Feel your feet. One slow exhale. Loose grip pressure.","Are you rushing, or staying steady?",Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00329,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Build,standard,great_start_discipline;protecting_lead,high,tight,moderate,US,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Add one detail: pace and commitment.
Feel posture, balance, and tempo. Let the body lead, not the noise.","Are you rushing, or staying steady?",Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00330,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Build,deep,protecting_lead;great_start_discipline,low,perfect,strong,AU,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Add one detail: pace and commitment.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.","Are you rushing, or staying steady?",Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00331,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Compete,micro,great_start_discipline;after_birdie_rush,medium,tight,light,US,"Stay disciplined. Same routine.
Narrow focus. Execute under pressure.
Feel your feet. One slow exhale. Loose grip pressure.","Are you rushing, or staying steady?",Want to log this as working well?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00332,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Compete,standard,after_birdie_rush;protecting_score,high,perfect,moderate,UK,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Narrow focus. Execute under pressure.
Feel posture, balance, and tempo. Let the body lead, not the noise.","Are you rushing, or staying steady?",Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00333,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Compete,deep,protecting_lead;protecting_score,low,fairway_bunker,calm,EU,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Narrow focus. Execute under pressure.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.","Are you rushing, or staying steady?",Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00334,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Maintain,micro,protecting_lead;after_birdie_rush,low,fairway_bunker,moderate,UK,"Stay disciplined. Same routine.
Stay consistent. Trust what works.
Feel your feet. One slow exhale. Loose grip pressure.","Are you rushing, or staying steady?",Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00335,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Maintain,standard,great_start_discipline;after_birdie_rush,medium,perfect,calm,AU,"When you’re playing well: don’t rush. Same routine, same tempo, same commitment.
Stay consistent. Trust what works.
Feel posture, balance, and tempo. Let the body lead, not the noise.","Are you rushing, or staying steady?",Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00336,MC_T07_MOMENTUM_PROTECTION,Momentum Protection,CONFIDENCE,Kinesthetic,Maintain,deep,protecting_lead;after_birdie_rush,low,rough,light,UK,"Protect momentum by staying boring: same pace, same decision quality, same reset after every shot.
Stay consistent. Trust what works.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.","Are you rushing, or staying steady?",Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00337,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Foundation,micro,post_round_learn;post_round_next_step,high,fairway_bunker,moderate,AU,"One win. One lesson. One next step.
Keep it simple and repeatable.
Picture one clear target line. See the ball start on it.",What’s one thing you’ll repeat next round?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00338,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Foundation,standard,post_round_next_step;post_round_learn,medium,greenside_bunker,light,AU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Keep it simple and repeatable.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What was your best decision today?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00339,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Foundation,deep,tournament_round;post_round_learn,high,tight,light,US,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Keep it simple and repeatable.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What was your best decision today?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00340,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Build,micro,post_round_learn;post_round_next_step,high,tight,calm,UK,"One win. One lesson. One next step.
Add one detail: pace and commitment.
Picture one clear target line. See the ball start on it.",What’s one thing you’ll repeat next round?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00341,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Build,standard,tournament_round;post_round_learn,medium,tight,calm,AU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Add one detail: pace and commitment.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What’s one thing you’ll repeat next round?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00342,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Build,deep,post_round_learn;practice_round,medium,fairway_bunker,moderate,EU,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Add one detail: pace and commitment.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What was your best decision today?,Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00343,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Compete,micro,practice_round;tournament_round,medium,fairway_bunker,strong,UK,"One win. One lesson. One next step.
Narrow focus. Execute under pressure.
Picture one clear target line. See the ball start on it.",What’s one thing you’ll repeat next round?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00344,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Compete,standard,post_round_learn;post_round_next_step,high,rough,strong,EU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Narrow focus. Execute under pressure.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What was your best decision today?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00345,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Compete,deep,practice_round;tournament_round,high,fairway_bunker,calm,EU,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Narrow focus. Execute under pressure.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What was your best decision today?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00346,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Maintain,micro,post_round_learn;tournament_round,high,greenside_bunker,strong,AU,"One win. One lesson. One next step.
Stay consistent. Trust what works.
Picture one clear target line. See the ball start on it.",What was your best decision today?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00347,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Maintain,standard,practice_round;tournament_round,high,perfect,moderate,UK,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Stay consistent. Trust what works.
Picture the target, the start line, and the finish spot. Keep it simple and vivid.",What’s one thing you’ll repeat next round?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00348,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Visual,Maintain,deep,practice_round;post_round_next_step,high,fairway_bunker,moderate,EU,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Stay consistent. Trust what works.
Build a quick 3-image loop: target → start line → calm finish. Replay it once, then commit.",What’s one thing you’ll repeat next round?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00349,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Foundation,micro,practice_round;post_round_learn,high,greenside_bunker,calm,UK,"One win. One lesson. One next step.
Keep it simple and repeatable.
Say one phrase to yourself: “Smooth and committed.”",What’s one thing you’ll repeat next round?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00350,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Foundation,standard,tournament_round;post_round_next_step,low,rough,moderate,EU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Keep it simple and repeatable.
Use a quiet cue phrase. One sentence, same tone every time.",What’s one thing you’ll repeat next round?,Should we keep this cue for the next hole?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00351,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Foundation,deep,post_round_learn;post_round_next_step,high,tight,strong,AU,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Keep it simple and repeatable.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What was your best decision today?,Ready to reset and move on?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00352,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Build,micro,practice_round;tournament_round,medium,greenside_bunker,light,UK,"One win. One lesson. One next step.
Add one detail: pace and commitment.
Say one phrase to yourself: “Smooth and committed.”",What’s one thing you’ll repeat next round?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00353,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Build,standard,post_round_next_step;post_round_learn,low,greenside_bunker,strong,AU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Add one detail: pace and commitment.
Use a quiet cue phrase. One sentence, same tone every time.",What’s one thing you’ll repeat next round?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00354,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Build,deep,post_round_next_step;practice_round,low,perfect,calm,US,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Add one detail: pace and commitment.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What was your best decision today?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00355,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Compete,micro,post_round_learn;post_round_next_step,low,rough,light,US,"One win. One lesson. One next step.
Narrow focus. Execute under pressure.
Say one phrase to yourself: “Smooth and committed.”",What’s one thing you’ll repeat next round?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00356,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Compete,standard,practice_round;post_round_learn,high,rough,light,AU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Narrow focus. Execute under pressure.
Use a quiet cue phrase. One sentence, same tone every time.",What was your best decision today?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00357,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Compete,deep,post_round_learn;practice_round,high,tight,light,US,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Narrow focus. Execute under pressure.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What was your best decision today?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00358,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Maintain,micro,practice_round;post_round_learn,low,rough,calm,US,"One win. One lesson. One next step.
Stay consistent. Trust what works.
Say one phrase to yourself: “Smooth and committed.”",What’s one thing you’ll repeat next round?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00359,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Maintain,standard,post_round_next_step;post_round_learn,high,rough,light,AU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Stay consistent. Trust what works.
Use a quiet cue phrase. One sentence, same tone every time.",What’s one thing you’ll repeat next round?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00360,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Aural,Maintain,deep,tournament_round;post_round_learn,low,fairway_bunker,moderate,US,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Stay consistent. Trust what works.
Set your inner voice: calm, firm, simple. One cue phrase, then silence.",What was your best decision today?,Do you want a shorter version next time?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
